accession	scientific_name	tax_id
KF161768	Homo sapiens	9606
KF161835	Homo sapiens	9606
KF161886	Homo sapiens	9606
KF161913	Homo sapiens	9606
KF161961	Homo sapiens	9606
KF161984	Homo sapiens	9606
KF162006	Homo sapiens	9606
KF162055	Homo sapiens	9606
KF162112	Homo sapiens	9606
KF162129	Homo sapiens	9606
KF162166	Homo sapiens	9606
KF162182	Homo sapiens	9606
KF162224	Homo sapiens	9606
KF162257	Homo sapiens	9606
KF162258	Homo sapiens	9606
KF162289	Homo sapiens	9606
KF162373	Homo sapiens	9606
KF162381	Homo sapiens	9606
KF162389	Homo sapiens	9606
KF162436	Homo sapiens	9606
KF162470	Homo sapiens	9606
KF162590	Homo sapiens	9606
KF162592	Homo sapiens	9606
KF162638	Homo sapiens	9606
KF162646	Homo sapiens	9606
KF162652	Homo sapiens	9606
KF162655	Homo sapiens	9606
KF162705	Homo sapiens	9606
KF162739	Homo sapiens	9606
KF162744	Homo sapiens	9606
KF162776	Homo sapiens	9606
KF162828	Homo sapiens	9606
KF162837	Homo sapiens	9606
KF162867	Homo sapiens	9606
KF162883	Homo sapiens	9606
KF162920	Homo sapiens	9606
KF162966	Homo sapiens	9606
KF163001	Homo sapiens	9606
KF302461	Ovis aries	9940
KF384013	Homo sapiens	9606
KF450835	Homo sapiens	9606
KF450839	Homo sapiens	9606
KF450894	Homo sapiens	9606
KF450929	Homo sapiens	9606
KF450945	Homo sapiens	9606
KF451017	Homo sapiens	9606
KF451029	Homo sapiens	9606
KF451054	Homo sapiens	9606
KF451067	Homo sapiens	9606
KF451071	Homo sapiens	9606
KF451074	Homo sapiens	9606
KF451075	Homo sapiens	9606
KF451109	Homo sapiens	9606
KF451126	Homo sapiens	9606
KF451137	Homo sapiens	9606
KF451145	Homo sapiens	9606
KF451188	Homo sapiens	9606
KF451218	Homo sapiens	9606
KF451282	Homo sapiens	9606
KF451289	Homo sapiens	9606
KF451295	Homo sapiens	9606
KF451365	Homo sapiens	9606
KF451388	Homo sapiens	9606
KF451435	Homo sapiens	9606
KF451461	Homo sapiens	9606
KF451551	Homo sapiens	9606
KF451597	Homo sapiens	9606
KF451601	Homo sapiens	9606
KF451634	Homo sapiens	9606
KF451669	Homo sapiens	9606
KF451714	Homo sapiens	9606
KF451726	Homo sapiens	9606
KF523402	Homo sapiens	9606
KF523406	Homo sapiens	9606
KF523407	Homo sapiens	9606
KF540510	Homo sapiens	9606
KF540535	Homo sapiens	9606
KF540655	Homo sapiens	9606
KF540694	Homo sapiens	9606
KF540707	Homo sapiens	9606
KF540717	Homo sapiens	9606
KF540746	Homo sapiens	9606
KF540756	Homo sapiens	9606
KF540765	Homo sapiens	9606
KF540773	Homo sapiens	9606
KF540774	Homo sapiens	9606
KF540782	Homo sapiens	9606
KF540784	Homo sapiens	9606
KF540788	Homo sapiens	9606
KF540797	Homo sapiens	9606
KF540816	Homo sapiens	9606
KF540836	Homo sapiens	9606
KF540838	Homo sapiens	9606
KF540842	Homo sapiens	9606
KF540864	Homo sapiens	9606
KF540872	Homo sapiens	9606
KF540906	Homo sapiens	9606
KF540911	Homo sapiens	9606
KF540934	Homo sapiens	9606
KF540979	Homo sapiens	9606
KF541027	Homo sapiens	9606
KF541035	Homo sapiens	9606
KF541040	Homo sapiens	9606
KF541050	Homo sapiens	9606
KF570356	Tursiops aduncus	79784
KF742678	Homo sapiens	9606
KF746198	Siniperca chuatsi x Siniperca scherzeri	1443077
KF849966	Homo sapiens	9606
KF849972	Homo sapiens	9606
KF874345	Homo sapiens	9606
KF874348	Homo sapiens	9606
KF874375	Homo sapiens	9606
KF874378	Homo sapiens	9606
KF938347	Ovis aries	9940
KF952774	Homo sapiens	9606
KJ154166	Homo sapiens	9606
KJ154174	Homo sapiens	9606
KJ154198	Homo sapiens	9606
KJ154250	Homo sapiens	9606
KJ154286	Homo sapiens	9606
KJ154290	Homo sapiens	9606
KJ154306	Homo sapiens	9606
KJ154310	Homo sapiens	9606
KJ154319	Homo sapiens	9606
KJ154324	Homo sapiens	9606
KJ154342	Homo sapiens	9606
KJ154407	Homo sapiens	9606
KJ154427	Homo sapiens	9606
KJ154448	Homo sapiens	9606
KJ154454	Homo sapiens	9606
KJ154457	Homo sapiens	9606
KJ154527	Homo sapiens	9606
KJ154538	Homo sapiens	9606
KJ154567	Homo sapiens	9606
KJ154575	Homo sapiens	9606
KJ154609	Homo sapiens	9606
KJ154624	Homo sapiens	9606
KJ154709	Homo sapiens	9606
KJ154731	Homo sapiens	9606
KJ154770	Homo sapiens	9606
KJ154788	Homo sapiens	9606
KJ154811	Homo sapiens	9606
KJ154822	Homo sapiens	9606
KJ154856	Homo sapiens	9606
KJ154927	Homo sapiens	9606
KJ154934	Homo sapiens	9606
KJ185439	Homo sapiens	9606
KJ185493	Homo sapiens	9606
KJ185577	Homo sapiens	9606
KJ185583	Homo sapiens	9606
KJ185600	Homo sapiens	9606
KJ185603	Homo sapiens	9606
KJ185713	Homo sapiens	9606
KJ185722	Homo sapiens	9606
KJ185803	Homo sapiens	9606
KJ185827	Homo sapiens	9606
KJ185835	Homo sapiens	9606
KJ185858	Homo sapiens	9606
KJ185912	Homo sapiens	9606
KJ185923	Homo sapiens	9606
KJ185924	Homo sapiens	9606
KJ185956	Homo sapiens	9606
KJ185974	Homo sapiens	9606
KJ418723	Plasmodium falciparum	5833
KJ445743	Homo sapiens	9606
KJ445784	Homo sapiens	9606
KJ445785	Homo sapiens	9606
KJ445791	Homo sapiens	9606
KJ445796	Homo sapiens	9606
KJ445808	Homo sapiens	9606
KJ445819	Homo sapiens	9606
KJ445853	Homo sapiens	9606
KJ445891	Homo sapiens	9606
KJ445976	Homo sapiens	9606
KJ446001	Homo sapiens	9606
KJ446108	Homo sapiens	9606
KJ446121	Homo sapiens	9606
KJ446124	Homo sapiens	9606
KJ446136	Homo sapiens	9606
KJ446190	Homo sapiens	9606
KJ446213	Homo sapiens	9606
KJ446291	Homo sapiens	9606
KJ446336	Homo sapiens	9606
KJ446346	Homo sapiens	9606
KJ446372	Homo sapiens	9606
KJ446373	Homo sapiens	9606
KJ446402	Homo sapiens	9606
KJ446453	Homo sapiens	9606
KJ446472	Homo sapiens	9606
KJ446516	Homo sapiens	9606
KJ446550	Homo sapiens	9606
KJ446593	Homo sapiens	9606
KJ446595	Homo sapiens	9606
KJ446598	Homo sapiens	9606
KJ446612	Homo sapiens	9606
KJ446619	Homo sapiens	9606
KJ446640	Homo sapiens	9606
KJ446648	Homo sapiens	9606
KJ446663	Homo sapiens	9606
KJ446677	Homo sapiens	9606
KJ446700	Homo sapiens	9606
KJ446713	Homo sapiens	9606
KJ446714	Homo sapiens	9606
KJ446759	Homo sapiens	9606
KJ526626	Gracilaria vermiculophylla	2608709
KJ564190	Anguilla rostrata	7938
KJ564230	Anguilla anguilla	7936
KJ676777	Homo sapiens	9606
KJ681492	Capreolus pygargus	48560
KJ681495	Capreolus pygargus	48560
KJ735669	Homo sapiens	9606
KJ801471	Homo sapiens	9606
KJ856733	Homo sapiens	9606
KJ856736	Homo sapiens	9606
KJ856741	Homo sapiens	9606
KJ856756	Homo sapiens	9606
KJ856831	Homo sapiens	9606
KJ937089	Homo sapiens	9606
KJ937468	Homo sapiens	9606
KJ994345	Homo sapiens	9606
KM047199	Homo sapiens	9606
KM101600	Homo sapiens	9606
KM101624	Homo sapiens	9606
KM101634	Homo sapiens	9606
KM101638	Homo sapiens	9606
KM101648	Homo sapiens	9606
KM101735	Homo sapiens	9606
KM101768	Homo sapiens	9606
KM101817	Homo sapiens	9606
KM101823	Homo sapiens	9606
KM101849	Homo sapiens	9606
KM101857	Homo sapiens	9606
KM101868	Homo sapiens	9606
KM101895	Homo sapiens	9606
KM101936	Homo sapiens	9606
KM101949	Homo sapiens	9606
KM102066	Homo sapiens	9606
KM102101	Homo sapiens	9606
KM102139	Homo sapiens	9606
KM103653	Homo sapiens	9606
KM245142	Homo sapiens	9606
KM245146	Homo sapiens	9606
KM374643	Eopsaltria griseogularis	665143
KM656464	Homo sapiens	9606
KM851004	Macaca fascicularis	9541
KP076665	Homo sapiens	9606
KP240709	Homo sapiens	9606
KP240723	Homo sapiens	9606
KP240745	Homo sapiens	9606
KP240758	Homo sapiens	9606
KP240786	Homo sapiens	9606
KP240817	Homo sapiens	9606
KP240847	Homo sapiens	9606
KP240877	Homo sapiens	9606
KP240892	Homo sapiens	9606
KP240902	Homo sapiens	9606
KP240910	Homo sapiens	9606
KP345978	Homo sapiens	9606
KP345985	Homo sapiens	9606
KP346000	Homo sapiens	9606
KP346010	Homo sapiens	9606
KP346011	Homo sapiens	9606
KP346034	Homo sapiens	9606
KP346062	Homo sapiens	9606
KP346065	Homo sapiens	9606
KP407047	Homo sapiens	9606
KP638565	Homo sapiens	9606
KP698514	Homo sapiens	9606
KP763847	Homo sapiens	9606
KP835774	Homo sapiens	9606
KP851972	Homo sapiens	9606
KP851974	Homo sapiens	9606
KP885624	Homo sapiens	9606
KR052524	Bos grunniens	30521
KT119860	Plasmodium falciparum	5833
KT119880	Plasmodium falciparum	5833
KT213779	Homo sapiens	9606
KT272829	Musca domestica	7370
KT272834	Musca domestica	7370
KT277304	Homo sapiens	9606
KT725860	Homo sapiens	9606
KT726066	Homo sapiens	9606
KT726110	Homo sapiens	9606
KT749788	Homo sapiens	9606
KT749806	Homo sapiens	9606
KT884832	Homo sapiens	9606
KU131338	Homo sapiens	9606
KU131347	Homo sapiens	9606
KU131358	Homo sapiens	9606
KU131384	Homo sapiens	9606
KU196305	Schistosoma japonicum	6182
KU196325	Schistosoma japonicum	6182
KU534959	Homo sapiens	9606
KU668568	Carassius gibelio	101364
KU682881	Homo sapiens	9606
KU682954	Homo sapiens	9606
KU683049	Homo sapiens	9606
KU683072	Homo sapiens	9606
KU683219	Homo sapiens	9606
KU683397	Homo sapiens	9606
KU683536	Homo sapiens	9606
KU686488	Homo sapiens	9606
KU686546	Homo sapiens	9606
KU686591	Homo sapiens	9606
KU686592	Homo sapiens	9606
KU686615	Homo sapiens	9606
KU686625	Homo sapiens	9606
KU686639	Homo sapiens	9606
KU925205	Coptotermes gestroi	232242
KX035163	Hypothenemus sp. BMNH 1039837	1903764
KX035183	Scolytinae sp. BMNH 1040118	1903784
KX035199	Scolytinae sp. BMNH 1043133	1903798
KX055475	Homo sapiens	9606
KX057730	Atlanticus sp. ZJZ-2017	1945538
KX060588	Schyzocotyle acheilognathi	135513
KX094945	Eimeria praecox	51316
KX094950	Eimeria tenella	5802
KX247283	Dasya binghamiae	1896963
KX265048	Dirofilaria repens	31241
KX358476	Homo sapiens	9606
KX427231	Gelidium isabelae	240213
KX427237	Pterocladia robusta	1911547
KX456612	Homo sapiens	9606
KX456630	Homo sapiens	9606
KX456676	Homo sapiens	9606
KX456691	Homo sapiens	9606
KX456758	Homo sapiens	9606
KX457023	Homo sapiens	9606
KX457154	Homo sapiens	9606
KX675282	Homo sapiens	9606
KX675288	Homo sapiens	9606
KX758302	Bubalus bubalis	89462
KX784190	Homo sapiens	9606
KX810193	Homo sapiens	9606
KX857458	Stenella longirostris	9736
KX866976	Homo sapiens	9606
KX982655	Sus scrofa	9823
KY000409	Dendrolimus houi	765132
KY018663	Corvus splendens	701737
KY039261	Glyphis glyphis	571825
KY039381	Gallus gallus	9031
KY275502	Homo sapiens	9606
KY398015	Tylototriton ziegleri	1267598
KY399193	Homo sapiens	9606
KY408306	Homo sapiens	9606
KY408401	Homo sapiens	9606
KY408737	Homo sapiens	9606
KY408945	Homo sapiens	9606
KY408949	Homo sapiens	9606
KY408976	Homo sapiens	9606
KY409153	Homo sapiens	9606
KY409173	Homo sapiens	9606
KY409314	Homo sapiens	9606
KY409369	Homo sapiens	9606
KY409509	Homo sapiens	9606
KY409643	Homo sapiens	9606
KY409989	Homo sapiens	9606
KY410057	Homo sapiens	9606
KY410173	Homo sapiens	9606
KY410207	Homo sapiens	9606
KY411444	Homo sapiens	9606
KY495601	Cylicostephanus minutus	71467
KY771077	Homo sapiens	9606
KY776424	Homo sapiens	9606
KY782163	Homo sapiens	9606
KY782191	Homo sapiens	9606
KY782225	Homo sapiens	9606
KY797244	Homo sapiens	9606
KY797249	Homo sapiens	9606
KY806857	Homo sapiens	9606
KY923322	Plasmodium vivax	5855
KY923358	Plasmodium vivax	5855
KY923443	Plasmodium falciparum	5833
KY923476	Plasmodium falciparum	5833
KY923562	Plasmodium falciparum	5833
KY923845	Homo sapiens	9606
LC554784	Amblyomma testudinarium	375577
LC706575	Parabotia curtus	2763900
LC772946	Mus musculus	10090
LC772960	Mus musculus	10090
MF055753	Homo sapiens	9606
MF055825	Homo sapiens	9606
MF055877	Homo sapiens	9606
MF055972	Homo sapiens	9606
MF056029	Homo sapiens	9606
MF056053	Homo sapiens	9606
MF056101	Homo sapiens	9606
MF056135	Homo sapiens	9606
MF056157	Homo sapiens	9606
MF056212	Homo sapiens	9606
MF056243	Homo sapiens	9606
MF056251	Homo sapiens	9606
MF056310	Homo sapiens	9606
MF056411	Homo sapiens	9606
MF056415	Homo sapiens	9606
MF056475	Homo sapiens	9606
MF056480	Homo sapiens	9606
MF056497	Homo sapiens	9606
MF056499	Homo sapiens	9606
MF056511	Homo sapiens	9606
MF056541	Homo sapiens	9606
MF056611	Homo sapiens	9606
MF056661	Homo sapiens	9606
MF056695	Homo sapiens	9606
MF056696	Homo sapiens	9606
MF056741	Homo sapiens	9606
MF056754	Homo sapiens	9606
MF056790	Homo sapiens	9606
MF056830	Homo sapiens	9606
MF056832	Homo sapiens	9606
MF056858	Homo sapiens	9606
MF056926	Homo sapiens	9606
MF056974	Homo sapiens	9606
MF057097	Homo sapiens	9606
MF057124	Homo sapiens	9606
MF057191	Homo sapiens	9606
MF057244	Homo sapiens	9606
MF057253	Homo sapiens	9606
MF057495	Homo sapiens	9606
MF057594	Homo sapiens	9606
MF057640	Homo sapiens	9606
MF057909	Homo sapiens	9606
MF057912	Homo sapiens	9606
MF057973	Homo sapiens	9606
MF057985	Homo sapiens	9606
MF058067	Homo sapiens	9606
MF058123	Homo sapiens	9606
MF058183	Homo sapiens	9606
MF058197	Homo sapiens	9606
MF058201	Homo sapiens	9606
MF058223	Homo sapiens	9606
MF058270	Homo sapiens	9606
MF058313	Homo sapiens	9606
MF058335	Homo sapiens	9606
MF058350	Homo sapiens	9606
MF058360	Homo sapiens	9606
MF058376	Homo sapiens	9606
MF058417	Homo sapiens	9606
MF058472	Homo sapiens	9606
MF058500	Homo sapiens	9606
MF058505	Homo sapiens	9606
MF058511	Homo sapiens	9606
MF058541	Homo sapiens	9606
MF058584	Homo sapiens	9606
MF083742	Sarcoptes scabiei	52283
MF152837	Athetis lepigone	1223490
MF177141	Homo sapiens	9606
MF381421	Homo sapiens	9606
MF381428	Homo sapiens	9606
MF381483	Homo sapiens	9606
MF381490	Homo sapiens	9606
MF381496	Homo sapiens	9606
MF381535	Homo sapiens	9606
MF381551	Homo sapiens	9606
MF381664	Anopheles forattinii	1426903
MF437084	Homo sapiens	9606
MF437089	Homo sapiens	9606
MF437116	Homo sapiens	9606
MF437182	Homo sapiens	9606
MF437198	Homo sapiens	9606
MF437231	Homo sapiens	9606
MF437280	Homo sapiens	9606
MF437281	Homo sapiens	9606
MF479165	Homo sapiens	9606
MF489916	Neoceratodus forsteri	7892
MF522869	Homo sapiens	9606
MF522887	Homo sapiens	9606
MF522896	Homo sapiens	9606
MF523034	Homo sapiens	9606
MF523093	Homo sapiens	9606
MF523203	Homo sapiens	9606
MF523219	Homo sapiens	9606
MF588817	Homo sapiens	9606
MF588851	Homo sapiens	9606
MF621072	Homo sapiens	9606
MF683074	Chromodoris annae	508118
MF695929	Homo sapiens	9606
MF695990	Homo sapiens	9606
MF696089	Homo sapiens	9606
MF893905	Macaca fascicularis	9541
MF948154	Homo sapiens	9606
MG182423	Homo sapiens	9606
MG182452	Homo sapiens	9606
MG196317	Homo sapiens	9606
MG244212	Homo sapiens	9606
MG251951	Sardinella longiceps	96888
MG257947	Homo sapiens	9606
MG264892	Anomaloglossus degranvillei	238107
MG272676	Homo sapiens	9606
MG272775	Homo sapiens	9606
MG272815	Homo sapiens	9606
MG272820	Homo sapiens	9606
MG272863	Homo sapiens	9606
MG272873	Homo sapiens	9606
MG272877	Homo sapiens	9606
MG272916	Homo sapiens	9606
MG272985	Homo sapiens	9606
MG273005	Homo sapiens	9606
MG273017	Homo sapiens	9606
MG273119	Homo sapiens	9606
MG334286	Homo sapiens	9606
MG428998	Homo sapiens	9606
MG429019	Homo sapiens	9606
MG429021	Homo sapiens	9606
MG457776	Homo sapiens	9606
MG518330	Tetranychus truncatus	93132
MG592732	Homo sapiens	9606
MG599466	Salmo ischchan	1035833
MG637066	Homo sapiens	9606
MG646141	Homo sapiens	9606
MG646162	Homo sapiens	9606
MG646234	Homo sapiens	9606
MG649328	Homo sapiens	9606
MG773641	Homo sapiens	9606
MG779193	Homo sapiens	9606
MG837579	Martes zibellina	36722
MG893916	Homo sapiens	9606
MG916809	Callorhinus ursinus	34884
MH029238	Atlantisia rogersi	2478892
MH029802	Homo sapiens	9606
MH043575	Homo sapiens	9606
MH043576	Homo sapiens	9606
MH047295	Bemisia tabaci	7038
MH061069	Eleginus gracilis	8047
MH120682	Homo sapiens	9606
MH120724	Homo sapiens	9606
MH289766	Megalobrama terminalis	75354
MH368700	Homo sapiens	9606
MH368724	Homo sapiens	9606
MH368731	Homo sapiens	9606
MH368732	Homo sapiens	9606
MH378690	Homo sapiens	9606
MH444409	Homo sapiens	9606
MH444437	Homo sapiens	9606
MH492652	Homo sapiens	9606
MH499938	Homo sapiens	9606
MH499964	Homo sapiens	9606
MH499998	Homo sapiens	9606
MH538732	Menidia menidia	238744
MH538878	Menidia menidia	238744
MH587795	Homo sapiens	9606
MH634680	Homo sapiens	9606
MH777993	Homo sapiens	9606
MH830117	Homo sapiens	9606
MH879760	Peckia resona	2506475
MH937662	Magicicada tredecassini	52804
MK052991	Homo sapiens	9606
MK059567	Homo sapiens	9606
MK075812	Chrysomya megacephala	115424
MK128839	Homo sapiens	9606
MK128895	Homo sapiens	9606
MK128896	Homo sapiens	9606
MK134302	Homo sapiens	9606
MK134304	Homo sapiens	9606
MK134342	Homo sapiens	9606
MK139649	Homo sapiens	9606
MK158068	Seriola lalandi	302047
MK217173	Homo sapiens	9606
MK217190	Homo sapiens	9606
MK217192	Homo sapiens	9606
MK217221	Homo sapiens	9606
MK217233	Homo sapiens	9606
MK217263	Homo sapiens	9606
MK217265	Homo sapiens	9606
MK292934	Laodelphax striatellus	195883
MK295855	Homo sapiens	9606
MK491364	Homo sapiens	9606
MK491396	Homo sapiens	9606
MK491467	Homo sapiens	9606
MK491489	Homo sapiens	9606
MK591038	Bengalia sp. DZ-2020	2768665
MK618120	Schizosaccharomyces pombe	4896
MK754071	Pseudocercospora fijiensis	1873960
MK790693	Globicephala macrorhynchus	38241
MK790737	Globicephala macrorhynchus	38241
MK790756	Globicephala macrorhynchus	38241
MK790776	Globicephala macrorhynchus	38241
MK804161	Protambulyx eurycles	1088142
MK889230	Euplotes vanleeuwenhoeki	2794224
MK895943	Homo sapiens	9606
MK993562	Macrolepiota fuliginosa	201230
MN046436	Homo sapiens	9606
MN046443	Homo sapiens	9606
MN046496	Homo sapiens	9606
MN046526	Homo sapiens	9606
MN127971	Hordeum vulgare subsp. spontaneum	77009
MN260346	Cyclospora cayetanensis	88456
MN389462	Culex quinquefasciatus	7176
MN418241	Homo sapiens	9606
MN537147	Homo sapiens	9606
MN560137	Potamometra montandoni	2853724
MN610393	Homo sapiens	9606
MN610421	Homo sapiens	9606
MN611539	Lethe verma	1261517
MN628095	Homo sapiens	9606
MN628131	Homo sapiens	9606
MN628158	Homo sapiens	9606
MN628167	Homo sapiens	9606
MN687116	Homo sapiens	9606
MN687171	Homo sapiens	9606
MN687173	Homo sapiens	9606
MN687178	Homo sapiens	9606
MN687251	Homo sapiens	9606
MN699888	Homo sapiens	9606
MN793322	Ostrinia nubilalis	29057
MN857304	Homo sapiens	9606
MN857328	Homo sapiens	9606
MN885505	Scleropages formosus	113540
MN935199	Homo sapiens	9606
MN935253	Fusarium asiaticum	282267
MN935280	Fusarium asiaticum	282267
MN935310	Fusarium asiaticum	282267
MN935323	Fusarium asiaticum	282267
MN977126	Homo sapiens	9606
MT079022	Homo sapiens	9606
MT079048	Homo sapiens	9606
MT079074	Homo sapiens	9606
MT079081	Homo sapiens	9606
MT276294	Acipenser sinensis	61970
MT408166	Stenocephalemys albipes	485440
MT419050	Homo sapiens	9606
MT419061	Homo sapiens	9606
MT419150	Homo sapiens	9606
MT419152	Homo sapiens	9606
MT419162	Homo sapiens	9606
MT419163	Homo sapiens	9606
MT419192	Homo sapiens	9606
MT419281	Homo sapiens	9606
MT419300	Homo sapiens	9606
MT419312	Homo sapiens	9606
MT419323	Homo sapiens	9606
MT423907	Tupaia montana	1035795
MT425456	Cinclosoma clarum	1641793
MT425489	Cinclosoma clarum	1641793
MT472615	Iphisa elegans	88863
MT506330	Homo sapiens	9606
MT511085	Homo sapiens	9606
MT512617	Homo sapiens	9606
MT551785	Homo sapiens	9606
MT561268	Pholidapus dybowskii	470928
MT576832	Bos taurus	9913
MT768070	Ovis aries	9940
MT768101	Ovis aries	9940
MT768148	Ovis aries	9940
MT806032	Trachypithecus mauritius	1966384
MT880652	Salvelinus alpinus	8036
MT880669	Salvelinus alpinus	8036
MT880672	Salvelinus alpinus	8036
MT880720	Salvelinus alpinus	8036
MT948103	Phocoena phocoena	9742
MW172469	Homo sapiens	9606
MW172476	Homo sapiens	9606
MW172489	Homo sapiens	9606
MW421475	Corvus splendens	701737
MW421478	Corvus splendens	701737
MW421480	Corvus splendens	701737
MW421513	Corvus splendens	701737
MW425603	Homo sapiens	9606
MW600992	Geoscapheus dilatatus	112939
MW632104	Salmo trutta	8032
MW646494	Bombina bombina	8345
MW653132	Glyphis garricki	496093
MW886135	Homo sapiens	9606
MW886170	Homo sapiens	9606
MZ128784	Strigops habroptila	2489341
MZ382539	Anopheles sacharovi	72408
MZ386683	Homo sapiens	9606
MZ386685	Homo sapiens	9606
MZ386767	Homo sapiens	9606
MZ386769	Homo sapiens	9606
MZ386816	Homo sapiens	9606
MZ386833	Homo sapiens	9606
MZ386890	Homo sapiens	9606
MZ386899	Homo sapiens	9606
MZ386927	Homo sapiens	9606
MZ386957	Homo sapiens	9606
MZ387024	Homo sapiens	9606
MZ387113	Homo sapiens	9606
MZ387137	Homo sapiens	9606
MZ387166	Homo sapiens	9606
MZ387256	Homo sapiens	9606
MZ387298	Homo sapiens	9606
MZ387305	Homo sapiens	9606
MZ387332	Homo sapiens	9606
MZ387373	Homo sapiens	9606
MZ387414	Homo sapiens	9606
MZ387447	Homo sapiens	9606
MZ387487	Homo sapiens	9606
MZ387518	Homo sapiens	9606
MZ387523	Homo sapiens	9606
MZ387561	Homo sapiens	9606
MZ387573	Homo sapiens	9606
MZ387585	Homo sapiens	9606
MZ387599	Homo sapiens	9606
MZ387741	Homo sapiens	9606
MZ387754	Homo sapiens	9606
MZ387921	Homo sapiens	9606
OL584331	Premocyathus sp. IS-2022	2962714
OL638499	Homo sapiens	9606
OL638511	Homo sapiens	9606
OL638568	Homo sapiens	9606
OL638569	Homo sapiens	9606
OL638570	Homo sapiens	9606
OL638572	Homo sapiens	9606
OL638574	Homo sapiens	9606
OL638588	Homo sapiens	9606
OL638592	Homo sapiens	9606
OL638613	Homo sapiens	9606
OL638615	Homo sapiens	9606
OL638636	Homo sapiens	9606
OL638671	Homo sapiens	9606
OL638733	Homo sapiens	9606
OL638811	Homo sapiens	9606
OL638847	Homo sapiens	9606
OL638893	Homo sapiens	9606
OL638930	Homo sapiens	9606
OL638933	Homo sapiens	9606
OL638935	Homo sapiens	9606
OL638968	Homo sapiens	9606
OM135549	Camelus dromedarius	9838
OM135555	Camelus dromedarius	9838
OM135566	Camelus dromedarius	9838
OM179750	Cystoclonium purpureum f. stellatum	3024809
OM194299	Homo sapiens	9606
OM194320	Homo sapiens	9606
OM194336	Homo sapiens	9606
OM202560	Phyllothelys sinense	2908865
OM368297	Dermacentor sinicus	1131252
OM368298	Dermacentor sinicus	1131252
OM368314	Hyalomma scupense	1260755
OM638160	Homo sapiens	9606
OM638255	Homo sapiens	9606
OM638268	Homo sapiens	9606
OM638282	Homo sapiens	9606
OM714690	Homo sapiens	9606
OM990736	Homo sapiens	9606
OM993440	Lepus europaeus	9983
ON375845	Amoeboaphelidium protococcarum	1243177
ON597656	Homo sapiens	9606
ON597715	Homo sapiens	9606
ON597758	Homo sapiens	9606
ON597771	Homo sapiens	9606
OP012568	Stomphastis sp.	2987622
OP121004	Alaria marginata	98221
OP288871	Homo sapiens	9606
OP378524	Camelus dromedarius	9838
OP620792	Homo sapiens	9606
OP682258	Homo sapiens	9606
OP682290	Homo sapiens	9606
OP682305	Homo sapiens	9606
OP682553	Homo sapiens	9606
OP682557	Homo sapiens	9606
OP749989	Cirripectes castaneus	879473
OQ324919	Aldrovanda vesiculosa	173386
OQ354776	Coluber constrictor	8590
OQ371386	Petrodromus tetradactylus	113272
OQ707132	Homo sapiens	9606
OQ707146	Homo sapiens	9606
OQ942786	Phyllopteryx taeniolatus	161469
OR148278	Halter nutans	1593350
OR491278	Sogatella furcifera	113103
OR812659	Amblyraja radiata	386614
OR812758	Amblyraja radiata	386614
OR812819	Amblyraja radiata	386614
OR812886	Amblyraja radiata	386614
OR812995	Amblyraja radiata	386614
OR813045	Amblyraja radiata	386614
OR912548	Unio bruguierianus	1904309
PP230660	Spodoptera frugiperda	7108
AP011978	Electrophorus electricus	8005
AY195777	Homo sapiens	9606
AY255153	Homo sapiens	9606
AY255154	Homo sapiens	9606
AY275534	Homo sapiens	9606
AY289066	Homo sapiens	9606
AY289096	Homo sapiens	9606
AY713985	Homo sapiens	9606
AY713989	Homo sapiens	9606
AY714046	Homo sapiens	9606
AY922262	Homo sapiens	9606
AY922273	Homo sapiens	9606
AY922278	Homo sapiens	9606
AY950292	Homo sapiens	9606
AY950297	Homo sapiens	9606
CP150621	Colletotrichum siamense	690259
DQ112840	Homo sapiens	9606
DQ112878	Homo sapiens	9606
DQ112938	Homo sapiens	9606
DQ112961	Homo sapiens	9606
DQ124410	Bos taurus	9913
DQ246831	Homo sapiens	9606
DQ272115	Homo sapiens	9606
DQ272126	Homo sapiens	9606
DQ301799	Homo sapiens	9606
DQ301811	Homo sapiens	9606
DQ404446	Homo sapiens	9606
DQ520858	Thaumamermis cosgrovei	382538
DQ523628	Homo sapiens	9606
DQ523630	Homo sapiens	9606
DQ523665	Homo sapiens	9606
DQ523668	Homo sapiens	9606
DQ523672	Homo sapiens	9606
DQ902695	Homo sapiens	9606
DQ904237	Homo sapiens	9606
DQ904239	Homo sapiens	9606
EF153801	Homo sapiens	9606
EF177431	Homo sapiens	9606
EF184588	Homo sapiens	9606
EF184598	Homo sapiens	9606
EF184603	Homo sapiens	9606
EF184612	Homo sapiens	9606
EF184617	Homo sapiens	9606
EF184633	Homo sapiens	9606
EF222233	Homo sapiens	9606
EF222249	Homo sapiens	9606
EF491002	Homo sapiens	9606
EF556193	Homo sapiens	9606
EF583177	Homo sapiens	9606
EF609013	Homo sapiens	9606
EF657235	Homo sapiens	9606
EF657298	Homo sapiens	9606
EF657314	Homo sapiens	9606
EF657329	Homo sapiens	9606
EF657350	Homo sapiens	9606
EF657368	Homo sapiens	9606
EF657394	Homo sapiens	9606
EF657429	Homo sapiens	9606
EF657436	Homo sapiens	9606
EF657479	Homo sapiens	9606
EF657509	Homo sapiens	9606
EF657597	Homo sapiens	9606
EF657607	Homo sapiens	9606
EF657619	Homo sapiens	9606
EF657630	Homo sapiens	9606
EF657640	Homo sapiens	9606
