For further details, refer to the Master List sheet.	Recommended_taxon_name	Recommended_authority	Recommended_qualifier	Recommended_taxon_version	A: Bern Convention	C: Birds Directive	C1: Convention on Migratory Species	C2: OSPAR	D: Habitats Directive	E: EC Cites	F: Global Red list status	Fa: Red Listing based on pre 1994 IUCN guidelines	Fb: Red Listing based on 1994 IUCN guidelines	Fc: Red listing based on 2001 IUCN guidelines	Fd: Red data categories  - birds (not based on IUCN criteria)	Fe: Red data categories - Spiders (not based on IUCN criteria)	Ga: Rare and scarce species	Gb: Rare and scarce species (not based on IUCN criteria)	Ha: Biodiversity Action Plan UK list of priority species	Hb: Biodiversity Lists - England	Hc: Biodiversity Lists - Scotland	Hd: Biodiversity Lists - Wales	He: Biodiversity Lists - Northern Ireland	I: Wildlife and Countryside Act 1981	J: The Wildlife (Northern Ireland) Order 1985	K: The Conservation of Habitats and Species Regulations 2010	L: The Conservation (Nature Habitats, etc_) Regulations (NI) 199	M: Protection of Badgers Act	included_tvk_list
spider (Araneae)	Pocadicnemis pumila	(Blackwall, 1841)	sensu stricto	NBNSYS0200000045										RedList_GB_post2001-LC															NBNSYS0200000045
spider (Araneae)	Poeciloneta variegata	(Blackwall, 1841)		NBNSYS0000009199										RedList_GB_post2001-LC															NBNSYS0000009199
spider (Araneae)	Porrhoclubiona genevensis	(L. Koch, 1866)		NHMSYS0021453587										RedList_GB_post2001-NT			NR-includes												NHMSYS0021453587
spider (Araneae)	Porrhomma cambridgei	Merrett, 1994		NBNSYS0100004848										RedList_GB_post2001-DD			NR-includes												NBNSYS0100004848
spider (Araneae)	Porrhomma campbelli	O.P.-Cambridge, 1894		NHMSYS0020785990										RedList_GB_post2001-LC			NS-includes												NHMSYS0020785990
spider (Araneae)	Porrhomma convexum	(Westring, 1851)		NBNSYS0000009139										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000009139
spider (Araneae)	Porrhomma egeria	Simon, 1884		NBNSYS0000009145										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009145
spider (Araneae)	Porrhomma errans	(Blackwall, 1841)		NBNSYS0000009144										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009144
spider (Araneae)	Porrhomma microphthalmum	(O.P.-Cambridge, 1871)		NBNSYS0000009143										RedList_GB_post2001-LC															NBNSYS0000009143
spider (Araneae)	Porrhomma montanum	Jackson, 1913		NBNSYS0000009147										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009147
spider (Araneae)	Porrhomma oblitum	(O.P.-Cambridge, 1871)		NBNSYS0000009146										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009146
spider (Araneae)	Porrhomma pallidum	Jackson, 1913		NBNSYS0000009141										RedList_GB_post2001-LC															NBNSYS0000009141
spider (Araneae)	Porrhomma pygmaeum	(Blackwall, 1834)		NBNSYS0000009138										RedList_GB_post2001-LC															NBNSYS0000009138
spider (Araneae)	Porrhomma rosenhaueri	(L. Koch, 1872)		NBNSYS0000009140										RedList_GB_post2001-NT			NR-includes												NBNSYS0000009140
spider (Araneae)	Praestigia duffeyi	Millidge, 1954		NBNSYS0200000096										RedList_GB_post2001-EN			NR-includes		BAP-2007	England_NERC_S.41									NBNSYS0200000096
spider (Araneae)	Prinerigone vagans	(Audouin, 1826)		NBNSYS0000009112										RedList_GB_post2001-LC															NBNSYS0000009112
spider (Araneae)	Pseudeuophrys erratica	(Walckenaer, 1826)		NBNSYS0100004904										RedList_GB_post2001-LC			NS-includes												NBNSYS0100004904
spider (Araneae)	Pseudeuophrys lanigera	(Simon, 1871)		NBNSYS0100004905										RedList_GB_post2001-LC															NBNSYS0100004905
spider (Araneae)	Pseudeuophrys obsoleta	(Simon, 1868)		NBNSYS0100004906										RedList_GB_post2001-LC			NS-includes		BAP-2007	England_NERC_S.41									NBNSYS0100004906
spider (Araneae)	Pseudomaro aenigmaticus	Denis, 1966		NBNSYS0000009135										RedList_GB_post2001-DD			NR-includes												NBNSYS0000009135
spider (Araneae)	Psilochorus simoni	(Berland, 1911)		NBNSYS0000008640										RedList_GB_post2001-LC															NBNSYS0000008640
spider (Araneae)	Rhysodromus fallax	(Sundevall, 1833)		NHMSYS0021453602										RedList_GB_post2001-VU			NR-includes		BAP-2007	England_NERC_S.41		Env (Wales) Act S7							NHMSYS0021453602
spider (Araneae)	Rhysodromus histrio	(Latreille, 1819)		NHMSYS0021453607										RedList_GB_post2001-LC			NS-includes												NHMSYS0021453607
spider (Araneae)	Robertus arundineti	(O.P.-Cambridge, 1871)		NBNSYS0000008909										RedList_GB_post2001-LC															NBNSYS0000008909
spider (Araneae)	Robertus insignis	O.P.-Cambridge, 1907		NBNSYS0000008912										RedList_GB_post2001-DD			NR-includes												NBNSYS0000008912
spider (Araneae)	Robertus lividus	(Blackwall, 1836)		NBNSYS0000008908										RedList_GB_post2001-LC															NBNSYS0000008908
spider (Araneae)	Robertus neglectus	(O.P.-Cambridge, 1871)		NBNSYS0000008910										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008910
spider (Araneae)	Robertus scoticus	Jackson, 1914		NBNSYS0000008911										RedList_GB_post2001-CR			NR-includes				Scottish_Biodiversity_List								NBNSYS0000008911
spider (Araneae)	Rugathodes bellicosus	(Simon, 1873)		NBNSYS0000008899										RedList_GB_post2001-LC			NR-includes												NBNSYS0000008899
spider (Araneae)	Rugathodes instabilis	(O.P.-Cambridge, 1871)		NBNSYS0000008898										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008898
spider (Araneae)	Rugathodes sexpunctatus	(Emerton, 1882)		NHMSYS0021197231										RedList_GB_post2001-NE															NHMSYS0021197231
spider (Araneae)	Saaristoa abnormis	(Blackwall, 1841)		NBNSYS0000009187										RedList_GB_post2001-LC															NBNSYS0000009187
spider (Araneae)	Saaristoa firma	(O.P.-Cambridge, 1905)		NBNSYS0000009188										RedList_GB_post2001-LC			NS-includes		BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List	Env (Wales) Act S7							NBNSYS0000009188
spider (Araneae)	Saloca diceros	(O.P.-Cambridge, 1871)		NBNSYS0000009072										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009072
spider (Araneae)	Salticus cingulatus	(Panzer, 1797)		NBNSYS0200000097										RedList_GB_post2001-LC															NBNSYS0200000097
spider (Araneae)	Salticus scenicus	(Clerck, 1757)		NBNSYS0000008756										RedList_GB_post2001-LC															NBNSYS0000008756
spider (Araneae)	Salticus zebraneus	(C.L. Koch, 1837)		NBNSYS0000008759										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008759
spider (Araneae)	Sardinidion blackwalli	(O.P.-Cambridge, 1871)		NHMSYS0020785991										RedList_GB_post2001-LC			NS-includes												NHMSYS0020785991
spider (Araneae)	Satilatlas britteni	(Jackson, 1913)		NBNSYS0000009066										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009066
spider (Araneae)	Savignia frontata	Blackwall, 1833		NHMSYS0000355804										RedList_GB_post2001-LC															NHMSYS0000355804
spider (Araneae)	Scotina celans	(Blackwall, 1841)		NBNSYS0000008706										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008706
spider (Araneae)	Scotina gracilipes	(Blackwall, 1859)		NBNSYS0000008707										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008707
spider (Araneae)	Scotina palliardii	(L. Koch, 1881)		NBNSYS0100005466										RedList_GB_post2001-EN			NR-includes												NBNSYS0100005466
spider (Araneae)	Scotinotylus evansi	(O.P.-Cambridge, 1894)		NBNSYS0000009097										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009097
spider (Araneae)	Scotophaeus blackwalli	(Thorell, 1871)		NBNSYS0000008651										RedList_GB_post2001-LC															NBNSYS0000008651
spider (Araneae)	Scotophaeus scutulatus	(L. Koch, 1866)		NBNSYS0000008652										RedList_GB_post2001-NE															NBNSYS0000008652
spider (Araneae)	Scytodes thoracica	(Latreille, 1802)		NBNSYS0000008638										RedList_GB_post2001-LC															NBNSYS0000008638
spider (Araneae)	Segestria bavarica	C.L. Koch, 1843		NBNSYS0000008636										RedList_GB_post2001-LC			NR-includes												NBNSYS0000008636
spider (Araneae)	Segestria florentina	(Rossi, 1790)		NBNSYS0000008637										RedList_GB_post2001-LC															NBNSYS0000008637
spider (Araneae)	Segestria senoculata	(Linnaeus, 1758)		NBNSYS0000008635										RedList_GB_post2001-LC															NBNSYS0000008635
spider (Araneae)	Semljicola caliginosus	(Falconer, 1910)		NBNSYS0100005488										RedList_GB_post2001-EN			NR-includes		BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List								NBNSYS0100005488
spider (Araneae)	Semljicola faustus	(O.P.-Cambridge, 1900)		NHMSYS0020785994										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NHMSYS0020785994
spider (Araneae)	Sibianor aurocinctus	(Ohlert, 1865)		NHMSYS0020785995										RedList_GB_post2001-LC			NS-includes												NHMSYS0020785995
spider (Araneae)	Silometopus ambiguus	(O.P.-Cambridge, 1905)		NBNSYS0000009043										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009043
spider (Araneae)	Silometopus elegans	(O.P.-Cambridge, 1872)		NBNSYS0000009042										RedList_GB_post2001-LC															NBNSYS0000009042
spider (Araneae)	Silometopus incurvatus	(O.P.-Cambridge, 1873)		NBNSYS0000009045										RedList_GB_post2001-VU			NR-includes		BAP-2007	England_NERC_S.41	Scottish_Biodiversity_List								NBNSYS0000009045
spider (Araneae)	Silometopus reussi	(Thorell, 1871)		NBNSYS0000009044										RedList_GB_post2001-LC															NBNSYS0000009044
spider (Araneae)	Simitidion simile	(C.L. Koch, 1836)		NBNSYS0100005521										RedList_GB_post2001-LC															NBNSYS0100005521
spider (Araneae)	Singa hamata	(Clerck, 1757)		NBNSYS0000008960										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008960
spider (Araneae)	Sintula corniger	(Blackwall, 1856)		NBNSYS0000009185										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000009185
spider (Araneae)	Steatoda albomaculata	(De Geer, 1778)		NHMSYS0020706525										RedList_GB_post2001-LC			NR-includes												NHMSYS0020706525
spider (Araneae)	Steatoda bipunctata	(Linnaeus, 1758)		NBNSYS0000008877										RedList_GB_post2001-LC															NBNSYS0000008877
spider (Araneae)	Steatoda grossa	(C.L. Koch, 1838)		NBNSYS0000008878										RedList_GB_post2001-LC															NBNSYS0000008878
spider (Araneae)	Steatoda nobilis	(Thorell, 1875)		NBNSYS0000039460										RedList_GB_post2001-LC															NBNSYS0000039460
spider (Araneae)	Steatoda triangulosa	(Walckenaer, 1802)		NBNSYS0100005582										RedList_GB_post2001-NE															NBNSYS0100005582
spider (Araneae)	Stemonyphantes lineatus	(Linnaeus, 1758)		NBNSYS0000009205										RedList_GB_post2001-LC															NBNSYS0000009205
spider (Araneae)	Styloctetor compar	(Westring, 1861)		NHMSYS0021250589										RedList_GB_post2001-LC			NS-includes												NHMSYS0021250589
spider (Araneae)	Styloctetor romanus	(O.P.-Cambridge, 1872)		NBNSYS0000157435										RedList_GB_post2001-LC			NR-includes												NBNSYS0000157435
spider (Araneae)	Syedra gracilis	(Menge, 1869)		NBNSYS0000009166										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009166
spider (Araneae)	Synageles venator	(Lucas, 1836)		NBNSYS0000008787										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008787
spider (Araneae)	Synema globosum	(Fabricius, 1775)		NHMSYS0000354393										RedList_GB_post2001-NE															NHMSYS0000354393
spider (Araneae)	Talavera aequipes	(O.P.-Cambridge, 1871)		NBNSYS0100005697										RedList_GB_post2001-LC															NBNSYS0100005697
spider (Araneae)	Talavera thorelli	(Kulczynski, 1891)		NBNSYS0100005699										RedList_GB_post2001-VU			NR-includes												NBNSYS0100005699
spider (Araneae)	Tallusia experta	(O.P.-Cambridge, 1871)		NBNSYS0000009182										RedList_GB_post2001-LC															NBNSYS0000009182
spider (Araneae)	Tapinocyba insecta	(L. Koch, 1869)		NBNSYS0000009062										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000009062
spider (Araneae)	Tapinocyba mitis	(O.P.-Cambridge, 1882)		NBNSYS0000009063										RedList_GB_post2001-EN			NR-includes		BAP-2007	England_NERC_S.41									NBNSYS0000009063
spider (Araneae)	Tapinocyba pallens	(O.P.-Cambridge, 1872)		NBNSYS0000009061										RedList_GB_post2001-LC															NBNSYS0000009061
spider (Araneae)	Tapinocyba praecox	(O.P.-Cambridge, 1873)		NBNSYS0000009060										RedList_GB_post2001-LC															NBNSYS0000009060
spider (Araneae)	Tapinocyboides pygmaeus	(Menge, 1869)		NBNSYS0000009064										RedList_GB_post2001-DD			NR-includes												NBNSYS0000009064
spider (Araneae)	Tapinopa longidens	(Wider, 1834)		NBNSYS0000009201										RedList_GB_post2001-LC															NBNSYS0000009201
spider (Araneae)	Taranucnus setosus	(O.P.-Cambridge, 1863)		NBNSYS0000009203										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000009203
spider (Araneae)	Tegenaria domestica	(Clerck, 1757)		NBNSYS0000008841										RedList_GB_post2001-LC															NBNSYS0000008841
spider (Araneae)	Tegenaria ferruginea	(Panzer, 1804)		NBNSYS0200000104										RedList_GB_post2001-NE															NBNSYS0200000104
spider (Araneae)	Tegenaria parietina	(Fourcroy, 1785)		NBNSYS0000008839										RedList_GB_post2001-LC															NBNSYS0000008839
spider (Araneae)	Tegenaria ramblae	Barrientos, 1978		NHMSYS0020953709										RedList_GB_post2001-NE															NHMSYS0020953709
spider (Araneae)	Tegenaria silvestris	L. Koch, 1872		NBNSYS0000008842										RedList_GB_post2001-LC															NBNSYS0000008842
spider (Araneae)	Tenuiphantes alacris	(Blackwall, 1853)		NHMSYS0020785998										RedList_GB_post2001-LC															NHMSYS0020785998
spider (Araneae)	Tenuiphantes cristatus	(Menge, 1866)		NHMSYS0020785999										RedList_GB_post2001-LC															NHMSYS0020785999
spider (Araneae)	Tenuiphantes flavipes	(Blackwall, 1854)		NHMSYS0020786000										RedList_GB_post2001-LC															NHMSYS0020786000
spider (Araneae)	Tenuiphantes mengei	(Kulczynski, 1887)		NHMSYS0020786001										RedList_GB_post2001-LC															NHMSYS0020786001
spider (Araneae)	Tenuiphantes tenebricola	(Wider, 1834)		NHMSYS0020786002										RedList_GB_post2001-LC															NHMSYS0020786002
spider (Araneae)	Tenuiphantes tenuis	(Blackwall, 1852)		NHMSYS0020786003										RedList_GB_post2001-LC															NHMSYS0020786003
spider (Araneae)	Tenuiphantes zimmermanni	(Bertkau, 1890)		NHMSYS0020786004										RedList_GB_post2001-LC															NHMSYS0020786004
spider (Araneae)	Tetragnatha extensa	(Linnaeus, 1758)		NBNSYS0000008917										RedList_GB_post2001-LC															NBNSYS0000008917
spider (Araneae)	Tetragnatha montana	Simon, 1874		NBNSYS0000008919										RedList_GB_post2001-LC															NBNSYS0000008919
spider (Araneae)	Tetragnatha nigrita	Lendl, 1886		NBNSYS0000008921										RedList_GB_post2001-LC															NBNSYS0000008921
spider (Araneae)	Tetragnatha obtusa	C.L. Koch, 1837		NBNSYS0000008920										RedList_GB_post2001-LC															NBNSYS0000008920
spider (Araneae)	Tetragnatha pinicola	L. Koch, 1870		NBNSYS0000008918										RedList_GB_post2001-LC															NBNSYS0000008918
spider (Araneae)	Tetragnatha striata	L. Koch, 1862		NBNSYS0000008922										RedList_GB_post2001-LC															NBNSYS0000008922
spider (Araneae)	Textrix denticulata	(Olivier, 1789)		NBNSYS0000008835										RedList_GB_post2001-LC															NBNSYS0000008835
spider (Araneae)	Thanatus formicinus	(Clerck, 1757)		NBNSYS0000008753										RedList_GB_post2001-CR(PE)			NR-includes												NBNSYS0000008753
spider (Araneae)	Thanatus striatus	C.L. Koch, 1845		NBNSYS0000008752										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008752
spider (Araneae)	Thanatus vulgaris	Simon, 1870		NBNSYS0100005789										RedList_GB_post2001-NE															NBNSYS0100005789
spider (Araneae)	Theonoe minutissima	(O.P.-Cambridge, 1879)		NBNSYS0000008914										RedList_GB_post2001-LC															NBNSYS0000008914
spider (Araneae)	Theridion familiare	O.P.-Cambridge, 1871		NBNSYS0000008893										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008893
spider (Araneae)	Theridion hannoniae	Denis, 1944		NHMSYS0020953717										RedList_GB_post2001-NE															NHMSYS0020953717
spider (Araneae)	Theridion hemerobium	Simon, 1914		NBNSYS0100005799										RedList_GB_post2001-NE				NS-excludes											NBNSYS0100005799
spider (Araneae)	Theridion melanurum	Hahn, 1831		NBNSYS0000008894										RedList_GB_post2001-LC															NBNSYS0000008894
spider (Araneae)	Theridion mystaceum	L. Koch, 1870		NBNSYS0000008895										RedList_GB_post2001-LC															NBNSYS0000008895
spider (Araneae)	Theridion pictum	(Walckenaer, 1802)		NBNSYS0000008889										RedList_GB_post2001-LC															NBNSYS0000008889
spider (Araneae)	Theridion pinastri	L. Koch, 1872		NBNSYS0000008891										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008891
spider (Araneae)	Theridion varians	Hahn, 1833		NBNSYS0000008890										RedList_GB_post2001-LC															NBNSYS0000008890
spider (Araneae)	Theridiosoma gemmosum	(L. Koch, 1877)		NBNSYS0000008965										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008965
spider (Araneae)	Thomisus onustus	Walckenaer, 1806		NBNSYS0000008716										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008716
spider (Araneae)	Thyreosthenius biovatus	(O.P.-Cambridge, 1875)		NBNSYS0000009068										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009068
spider (Araneae)	Thyreosthenius parasiticus	(Westring, 1851)		NBNSYS0000009067										RedList_GB_post2001-LC															NBNSYS0000009067
spider (Araneae)	Tibellus maritimus	(Menge, 1875)		NBNSYS0000008754										RedList_GB_post2001-LC															NBNSYS0000008754
spider (Araneae)	Tibellus oblongus	(Walckenaer, 1802)		NBNSYS0000008755										RedList_GB_post2001-LC															NBNSYS0000008755
spider (Araneae)	Tiso aestivus	(L. Koch, 1872)		NBNSYS0000009056										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009056
spider (Araneae)	Tiso vagans	(Blackwall, 1834)		NBNSYS0000009055										RedList_GB_post2001-LC															NBNSYS0000009055
spider (Araneae)	Tmeticus affinis	(Blackwall, 1855)		NBNSYS0000009003										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009003
spider (Araneae)	Trachyzelotes fuscipes	(L. Koch 1866)		NHMSYS0000354403										RedList_GB_post2001-DD															NHMSYS0000354403
spider (Araneae)	Trachyzelotes pedestris	(C.L. Koch, 1837)		NBNSYS0000008660										RedList_GB_post2001-LC															NBNSYS0000008660
spider (Araneae)	Trematocephalus cristatus	(Wider, 1834)		NBNSYS0000009002										RedList_GB_post2001-LC			NS-includes												NBNSYS0000009002
spider (Araneae)	Trichoncus affinis	Kulczynski, 1894		NBNSYS0000009051										RedList_GB_post2001-LC			NR-includes												NBNSYS0000009051
spider (Araneae)	Trichoncus hackmani	Millidge, 1955		NBNSYS0000009050										RedList_GB_post2001-VU			NR-includes												NBNSYS0000009050
spider (Araneae)	Trichoncus saxicola	(O.P.-Cambridge, 1861)		NBNSYS0000009049										RedList_GB_post2001-VU			NR-includes												NBNSYS0000009049
spider (Araneae)	Trichopterna cito	(O.P.-Cambridge, 1872)		NBNSYS0000009034										RedList_GB_post2001-EN			NR-includes												NBNSYS0000009034
spider (Araneae)	Trichopternoides thorelli	(Westring, 1861)		NHMSYS0021197249										RedList_GB_post2001-LC		Spider-Amber													NHMSYS0021197249
spider (Araneae)	Trochosa robusta	(Simon, 1876)		NBNSYS0000008815										RedList_GB_post2001-VU			NR-includes												NBNSYS0000008815
spider (Araneae)	Trochosa ruricola	(De Geer, 1778)		NBNSYS0000008814										RedList_GB_post2001-LC															NBNSYS0000008814
spider (Araneae)	Trochosa spinipalpis	(F.O.P.-Cambridge, 1895)		NBNSYS0000008817										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008817
spider (Araneae)	Trochosa terricola	Thorell, 1856		NBNSYS0000008816										RedList_GB_post2001-LC															NBNSYS0000008816
spider (Araneae)	Troxochrus scabriculus	(Westring, 1851)		NBNSYS0000009057										RedList_GB_post2001-LC															NBNSYS0000009057
spider (Araneae)	Tuberta maerens	(O.P.-Cambridge, 1863)		NBNSYS0000008848										RedList_GB_post2001-EN			NR-includes												NBNSYS0000008848
spider (Araneae)	Typhochrestus digitatus	(O.P.-Cambridge, 1872)		NBNSYS0000009098										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000009098
spider (Araneae)	Typhochrestus simoni	Lessert, 1907		NHMSYS0000355809										RedList_GB_post2001-CR			NR-includes												NHMSYS0000355809
spider (Araneae)	Uloborus plumipes	Lucas, 1846		NBNSYS0100005936										RedList_GB_post2001-NE															NBNSYS0100005936
spider (Araneae)	Uloborus walckenaerius	Latreille, 1806		NBNSYS0000008627										RedList_GB_post2001-NT			NR-includes												NBNSYS0000008627
spider (Araneae)	Urozelotes rusticus	(L. Koch, 1872)		NBNSYS0000008661										RedList_GB_post2001-NE															NBNSYS0000008661
spider (Araneae)	Wabasso replicatus	(Holm, 1950)		NHMSYS0020786005										RedList_GB_post2001-VU			NR-includes												NHMSYS0020786005
spider (Araneae)	Walckenaeria acuminata	Blackwall, 1833		NBNSYS0000008969										RedList_GB_post2001-LC															NBNSYS0000008969
spider (Araneae)	Walckenaeria alticeps	(Denis, 1952)		NBNSYS0000008972										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008972
spider (Araneae)	Walckenaeria antica	(Wider, 1834)		NBNSYS0000008971										RedList_GB_post2001-LC															NBNSYS0000008971
spider (Araneae)	Walckenaeria atrotibialis	(O.P.-Cambridge, 1878)		NBNSYS0000008975										RedList_GB_post2001-LC															NBNSYS0000008975
spider (Araneae)	Walckenaeria capito	(Westring, 1861)		NBNSYS0000008976										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008976
spider (Araneae)	Walckenaeria clavicornis	(Emerton, 1882)		NBNSYS0000008987										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008987
spider (Araneae)	Walckenaeria corniculans	(O.P.-Cambridge, 1875)		NBNSYS0000008983										RedList_GB_post2001-CR			NR-includes		BAP-2007	England_NERC_S.41									NBNSYS0000008983
spider (Araneae)	Walckenaeria cucullata	(C.L. Koch, 1836)		NBNSYS0000008973										RedList_GB_post2001-LC															NBNSYS0000008973
spider (Araneae)	Walckenaeria cuspidata	Blackwall, 1833		NBNSYS0000008988										RedList_GB_post2001-LC															NBNSYS0000008988
spider (Araneae)	Walckenaeria dysderoides	(Wider, 1834)		NBNSYS0000008978										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008978
spider (Araneae)	Walckenaeria furcillata	(Menge, 1869)		NBNSYS0000008984										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008984
spider (Araneae)	Walckenaeria incisa	(O.P.-Cambridge, 1871)		NBNSYS0000008977										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008977
spider (Araneae)	Walckenaeria kochi	(O.P.-Cambridge, 1872)		NBNSYS0000008986										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008986
spider (Araneae)	Walckenaeria mitrata	(Menge, 1868)		NBNSYS0000008970										RedList_GB_post2001-VU			NR-includes												NBNSYS0000008970
spider (Araneae)	Walckenaeria monoceros	(Wider, 1834)		NBNSYS0000008982										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008982
spider (Araneae)	Walckenaeria nodosa	O.P.-Cambridge, 1873		NBNSYS0000008974										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008974
spider (Araneae)	Walckenaeria nudipalpis	(Westring, 1851)		NBNSYS0000008980										RedList_GB_post2001-LC															NBNSYS0000008980
spider (Araneae)	Walckenaeria obtusa	Blackwall, 1836		NBNSYS0000008981										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008981
spider (Araneae)	Walckenaeria stylifrons	(O.P.-Cambridge, 1875)		NBNSYS0000008979										RedList_GB_post2001-VU			NR-includes												NBNSYS0000008979
spider (Araneae)	Walckenaeria unicornis	O.P.-Cambridge, 1861		NBNSYS0000008985										RedList_GB_post2001-LC															NBNSYS0000008985
spider (Araneae)	Walckenaeria vigilax	(Blackwall, 1853)		NBNSYS0000008989										RedList_GB_post2001-LC															NBNSYS0000008989
spider (Araneae)	Wiehlea calcarifera	(Simon, 1884)		NBNSYS0000009130										RedList_GB_post2001-EN			NR-includes												NBNSYS0000009130
spider (Araneae)	Xerolycosa miniata	(C.L. Koch, 1834)		NBNSYS0000008809										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008809
spider (Araneae)	Xerolycosa nemoralis	(Westring, 1861)		NBNSYS0000008808										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008808
spider (Araneae)	Xysticus acerbus	Thorell, 1872		NBNSYS0000008730										RedList_GB_post2001-LC			NR-includes												NBNSYS0000008730
spider (Araneae)	Xysticus audax	(Schrank, 1803)		NBNSYS0000008721										RedList_GB_post2001-LC															NBNSYS0000008721
spider (Araneae)	Xysticus bifasciatus	C.L. Koch, 1837		NBNSYS0000008726										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008726
spider (Araneae)	Xysticus cristatus	(Clerck, 1757)		NBNSYS0000008720										RedList_GB_post2001-LC															NBNSYS0000008720
spider (Araneae)	Xysticus erraticus	(Blackwall, 1834)		NBNSYS0000008723										RedList_GB_post2001-LC															NBNSYS0000008723
spider (Araneae)	Xysticus kochi	Thorell, 1872		NBNSYS0000008722										RedList_GB_post2001-LC															NBNSYS0000008722
spider (Araneae)	Xysticus lanio	C.L. Koch, 1835		NBNSYS0000008724										RedList_GB_post2001-LC															NBNSYS0000008724
spider (Araneae)	Xysticus luctator	L. Koch, 1870		NBNSYS0000008727										RedList_GB_post2001-EN			NR-includes												NBNSYS0000008727
spider (Araneae)	Xysticus luctuosus	(Blackwall, 1836)		NBNSYS0000008729										RedList_GB_post2001-EN			NR-includes												NBNSYS0000008729
spider (Araneae)	Xysticus sabulosus	(Hahn, 1832)		NBNSYS0000008728										RedList_GB_post2001-LC		Spider-Amber	NS-includes												NBNSYS0000008728
spider (Araneae)	Xysticus ulmi	(Hahn, 1831)		NBNSYS0000008725										RedList_GB_post2001-LC															NBNSYS0000008725
spider (Araneae)	Zelotes apricorum	(L. Koch, 1876)		NBNSYS0000033077										RedList_GB_post2001-LC															NBNSYS0000033077
spider (Araneae)	Zelotes electus	(C.L. Koch, 1839)		NBNSYS0000008654										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008654
spider (Araneae)	Zelotes latreillei	(Simon, 1878)		NBNSYS0000008655										RedList_GB_post2001-LC															NBNSYS0000008655
spider (Araneae)	Zelotes longipes	(L. Koch, 1866)		NBNSYS0000008657										RedList_GB_post2001-VU			NR-includes												NBNSYS0000008657
spider (Araneae)	Zelotes petrensis	(C.L. Koch, 1839)		NBNSYS0000008658										RedList_GB_post2001-LC			NR-includes												NBNSYS0000008658
spider (Araneae)	Zelotes subterraneus	(C.L. Koch, 1833)		NBNSYS0000008659										RedList_GB_post2001-LC			NS-includes												NBNSYS0000008659
spider (Araneae)	Zilla diodia	(Walckenaer, 1802)		NBNSYS0000008955										RedList_GB_post2001-LC															NBNSYS0000008955
spider (Araneae)	Zodarion fuscum	(Simon, 1870)		NBNSYS0100006050										RedList_GB_post2001-VU			NR-includes												NBNSYS0100006050
