For further details, refer to the Master List sheet.	Recommended_taxon_name	Recommended_authority	Recommended_qualifier	Recommended_taxon_version	A: Bern Convention	C: Birds Directive	C1: Convention on Migratory Species	C2: OSPAR	D: Habitats Directive	E: EC Cites	F: Global Red list status	Fa: Red Listing based on pre 1994 IUCN guidelines	Fb: Red Listing based on 1994 IUCN guidelines	Fc: Red listing based on 2001 IUCN guidelines	Fd: Red data categories  - birds (not based on IUCN criteria)	Fe: Red data categories - Spiders (not based on IUCN criteria)	Ga: Rare and scarce species	Gb: Rare and scarce species (not based on IUCN criteria)	Ha: Biodiversity Action Plan UK list of priority species	Hb: Biodiversity Lists - England	Hc: Biodiversity Lists - Scotland	Hd: Biodiversity Lists - Wales	He: Biodiversity Lists - Northern Ireland	I: Wildlife and Countryside Act 1981	J: The Wildlife (Northern Ireland) Order 1985	K: The Conservation of Habitats and Species Regulations 2010	L: The Conservation (Nature Habitats, etc_) Regulations (NI) 199	M: Protection of Badgers Act	included_tvk_list
insect - beetle (Coleoptera)	Gnorimus nobilis	(Linnaeus, 1758)		NBNSYS0000011549										RedList_GB_post2001-VU			NS-includes		BAP-2007	England_NERC_S.41									NBNSYS0000011549
insect - beetle (Coleoptera)	Gnorimus variabilis	(Linnaeus, 1758)		NBNSYS0000011550										RedList_GB_post2001-EN			NR-includes		BAP-2007	England_NERC_S.41									NBNSYS0000011550
insect - beetle (Coleoptera)	Gnypeta caerulea	(Sahlberg, C.R., 1830)		NHMSYS0001718242														Notable											NHMSYS0001718242
insect - beetle (Coleoptera)	Gnypeta ripicola	(Kiesenwetter, 1844)		NBNSYS0000023760														Notable											NBNSYS0000023760
insect - beetle (Coleoptera)	Gonioctena decemnotata	(Marsham, 1802)		NHMSYS0001744233										RedList_GB_post2001-LC			NS-includes												NHMSYS0001744233
insect - beetle (Coleoptera)	Gonioctena olivacea	(Forster, 1771)		NHMSYS0020152208										RedList_GB_post2001-LC															NHMSYS0020152208
insect - beetle (Coleoptera)	Gonioctena pallida	(Linnaeus, 1758)		NHMSYS0020152209										RedList_GB_post2001-LC															NHMSYS0020152209
insect - beetle (Coleoptera)	Gonioctena viminalis	(Linnaeus, 1758)		NHMSYS0001744234										RedList_GB_post2001-LC			NS-includes												NHMSYS0001744234
insect - beetle (Coleoptera)	Gonodera luperus	(Herbst, 1783)		NBNSYS0000024859										RedList_GB_post2001-LC			NS-includes												NBNSYS0000024859
insect - beetle (Coleoptera)	Gracilia minuta	(Fabricius, 1781)		NHMSYS0020152213										RedList_GB_post2001-LC			NS-includes												NHMSYS0020152213
insect - beetle (Coleoptera)	Grammoptera abdominalis	(Stephens, 1831)		MM0001Z1V30791ZB										RedList_GB_post2001-LC			NS-includes	Notable-A											MM0001Z1V30791ZB
insect - beetle (Coleoptera)	Grammoptera ruficornis	(Fabricius, 1781)		NHMSYS0020152218										RedList_GB_post2001-LC															NHMSYS0020152218
insect - beetle (Coleoptera)	Grammoptera ustulata	(Schaller, 1783)		NBNSYS0000011009										RedList_GB_post2001-LC			NR-includes												NBNSYS0000011009
insect - beetle (Coleoptera)	Graphoderus bilineatus	(De Geer, 1774)		NHMSYS0001718247	Bern-A2						RedList_Global_post94-VU			RedList_GB_post2001-RE															NHMSYS0001718247
insect - beetle (Coleoptera)	Graphoderus cinereus	(Linnaeus, 1758)		NBNSYS0000007623										RedList_GB_post2001-VU															NBNSYS0000007623
insect - beetle (Coleoptera)	Graphoderus zonatus	(Hoppe, 1795)		NBNSYS0000007624										RedList_GB_post2001-CR					BAP-2007	England_NERC_S.41				WACA-Sch5_sect9.1(kill/injuring),WACA-Sch5_sect9.1(taking),WACA-Sch5_sect9.2,WACA-Sch5_sect9.4.a,WACA-Sch5_sect9.4b,WACA-Sch5_sect9.5a,WACA-Sch5Sect9.4c					NBNSYS0000007624
insect - beetle (Coleoptera)	Graptodytes bilineatus	(Sturm, 1835)		NBNSYS0000007565														NS-excludes											NBNSYS0000007565
insect - beetle (Coleoptera)	Graptodytes flavipes	(Olivier, 1795)		NBNSYS0000007566										RedList_GB_post2001-NT															NBNSYS0000007566
insect - beetle (Coleoptera)	Gronops inaequalis	Boheman, 1842		NBNSYS0000025247								RedList_GB_Pre94-Insu																	NBNSYS0000025247
insect - beetle (Coleoptera)	Gronops lunatus	(Fabricius, 1775)		NHMSYS0020152223														Notable-B											NHMSYS0020152223
insect - beetle (Coleoptera)	Grynobius planus	(Fabricius, 1787)		NHMSYS0001718254										RedList_GB_post2001-LC															NHMSYS0001718254
insect - beetle (Coleoptera)	Grypus equiseti	(Fabricius, 1775)		NHMSYS0020152226														Notable-B											NHMSYS0020152226
insect - beetle (Coleoptera)	Gymnetron beccabungae	(Linnaeus, 1761)		NBNSYS0000025495														Notable-A											NBNSYS0000025495
insect - beetle (Coleoptera)	Gymnetron melanarium	(Germar, 1821)		NBNSYS0000025499														Notable-B											NBNSYS0000025499
insect - beetle (Coleoptera)	Gymnetron rostellum	(Herbst, 1795)		NBNSYS0000025502														Notable-A											NBNSYS0000025502
insect - beetle (Coleoptera)	Gymnetron veronicae	(Germar, 1821)		NBNSYS0000025503														Notable-B											NBNSYS0000025503
insect - beetle (Coleoptera)	Gymnetron villosulum	Gyllenhal, 1838		NBNSYS0000025504														Notable-B											NBNSYS0000025504
insect - beetle (Coleoptera)	Gymnusa variegata	Kiesenwetter, 1845		NBNSYS0000023653														Notable											NBNSYS0000023653
insect - beetle (Coleoptera)	Gyrinus aeratus	Stephens, 1835		NBNSYS0000007635														NS-excludes											NBNSYS0000007635
insect - beetle (Coleoptera)	Gyrinus distinctus	Aubé, 1838		NHMSYS0001718268														NS-excludes			Scottish_Biodiversity_List								NHMSYS0001718268
insect - beetle (Coleoptera)	Gyrinus minutus	Fabricius, 1798		NHMSYS0001718272														NS-excludes											NHMSYS0001718272
insect - beetle (Coleoptera)	Gyrinus natator	(Linnaeus, 1758)		NBNSYS0000007641										RedList_GB_post2001-RE															NBNSYS0000007641
insect - beetle (Coleoptera)	Gyrinus opacus	Sahlberg, C.R., 1819		NHMSYS0001718275														NS-excludes											NHMSYS0001718275
insect - beetle (Coleoptera)	Gyrinus paykulli	Ochs, 1927		NBNSYS0000007636														NS-excludes			Scottish_Biodiversity_List								NBNSYS0000007636
insect - beetle (Coleoptera)	Gyrinus suffriani	Scriba, 1855		NBNSYS0000007644										RedList_GB_post2001-VU							Scottish_Biodiversity_List								NBNSYS0000007644
insect - beetle (Coleoptera)	Gyrohypnus atratus	(Heer, 1839)		NBNSYS0000023418														Notable-B											NBNSYS0000023418
insect - beetle (Coleoptera)	Gyrophaena congrua	Erichson, 1837		NBNSYS0000023693														Notable											NBNSYS0000023693
insect - beetle (Coleoptera)	Gyrophaena hanseni	Strand, A., 1946		NHMSYS0001718285														Notable											NHMSYS0001718285
insect - beetle (Coleoptera)	Gyrophaena joyi	Wendeler, 1924		NBNSYS0000023697														Notable											NBNSYS0000023697
insect - beetle (Coleoptera)	Gyrophaena joyioides	Wüsthoff, 1937		NHMSYS0001718286														Notable											NHMSYS0001718286
insect - beetle (Coleoptera)	Gyrophaena lucidula	Erichson, 1837		NBNSYS0000023700														Notable											NBNSYS0000023700
insect - beetle (Coleoptera)	Gyrophaena manca	Erichson, 1839		NBNSYS0000148020														Notable											NBNSYS0000148020
insect - beetle (Coleoptera)	Gyrophaena munsteri	Strand, A., 1935		NHMSYS0001718287								RedList_GB_Pre94-Insu																	NHMSYS0001718287
insect - beetle (Coleoptera)	Gyrophaena poweri	Crotch, 1867		NHMSYS0001718288								RedList_GB_Pre94-Insu																	NHMSYS0001718288
insect - beetle (Coleoptera)	Gyrophaena pseudonana	Strand, A., 1939		NHMSYS0001718289								RedList_GB_Pre94-Inde																	NHMSYS0001718289
insect - beetle (Coleoptera)	Gyrophaena pulchella	Heer, 1839		NBNSYS0000023706								RedList_GB_Pre94-Insu																	NBNSYS0000023706
insect - beetle (Coleoptera)	Gyrophaena strictula	Erichson, 1839		NBNSYS0000023707														Notable											NBNSYS0000023707
insect - beetle (Coleoptera)	Gyrophaena williamsi	Strand, A., 1935		NHMSYS0001718290														Notable											NHMSYS0001718290
insect - beetle (Coleoptera)	Hadrobregmus denticollis	(Creutzer in Panzer, 1796)		NBNSYS0000024322										RedList_GB_post2001-LC			NS-includes												NBNSYS0000024322
insect - beetle (Coleoptera)	Hadroplontus trimaculatus	(Fabricius, 1775)		NHMSYS0020152235														Notable-B											NHMSYS0020152235
insect - beetle (Coleoptera)	Haeterius ferrugineus	(Olivier, 1789)		NHMSYS0020935655										RedList_GB_post2001-VU			NR-includes												NHMSYS0020935655
insect - beetle (Coleoptera)	Halacritus punctum	(Aubé, 1842)		NHMSYS0001718301										RedList_GB_post2001-NT			NR-includes												NHMSYS0001718301
insect - beetle (Coleoptera)	Haliplus apicalis	Thomson, C.G., 1868		NBNSYS0000007495														NS-excludes			Scottish_Biodiversity_List		NI_Priority						NBNSYS0000007495
insect - beetle (Coleoptera)	Haliplus furcatus	Seidlitz, 1887		NBNSYS0000007500										RedList_GB_post2001-CR															NBNSYS0000007500
insect - beetle (Coleoptera)	Haliplus mucronatus	Stephens, 1828		NBNSYS0000007506														NS-excludes											NBNSYS0000007506
insect - beetle (Coleoptera)	Haliplus variegatus	Sturm, 1834		NBNSYS0000007509										RedList_GB_post2001-VU									NI_Priority						NBNSYS0000007509
insect - beetle (Coleoptera)	Haliplus varius	Nicolai, 1822		NBNSYS0000007510										RedList_GB_post2001-CR															NBNSYS0000007510
insect - beetle (Coleoptera)	Hallomenus binotatus	(Quensel, 1790)		NBNSYS0000024883										RedList_GB_post2001-LC			NS-includes												NBNSYS0000024883
insect - beetle (Coleoptera)	Halobrecta princeps	(Sharp, 1869)		NBNSYS0000023968								RedList_GB_Pre94-Inde																	NBNSYS0000023968
insect - beetle (Coleoptera)	Haploglossa marginalis	(Gravenhorst, 1806)		NBNSYS0000024066														Notable											NBNSYS0000024066
insect - beetle (Coleoptera)	Haploglossa picipennis	(Gyllenhal, 1827)		NBNSYS0000024068														Notable											NBNSYS0000024068
insect - beetle (Coleoptera)	Harpalus affinis	(Schrank, 1781)		NBNSYS0000007390										RedList_GB_post2001-LC															NBNSYS0000007390
insect - beetle (Coleoptera)	Harpalus anxius	(Duftschmid, 1812)		NBNSYS0000007391										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007391
insect - beetle (Coleoptera)	Harpalus attenuatus	Stephens, 1828		NBNSYS0000007392										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007392
insect - beetle (Coleoptera)	Harpalus calceatus	(Duftschmid, 1812)		NBNSYS0000007378										RedList_GB_post2001-NA															NBNSYS0000007378
insect - beetle (Coleoptera)	Harpalus cupreus	Dejean, 1829		NBNSYS0000007393										RedList_GB_post2001-CR(PE)			NR-includes												NBNSYS0000007393
insect - beetle (Coleoptera)	Harpalus dimidiatus	(Rossi, 1790)		NBNSYS0000007394										RedList_GB_post2001-NT			NS-includes												NBNSYS0000007394
insect - beetle (Coleoptera)	Harpalus froelichii	Sturm, 1818		NBNSYS0000148172										RedList_GB_post2001-NT			NR-includes		BAP-2007	England_NERC_S.41									NBNSYS0000148172
insect - beetle (Coleoptera)	Harpalus griseus	(Panzer, 1796)		NHMSYS0020919980										RedList_GB_post2001-NA															NHMSYS0020919980
insect - beetle (Coleoptera)	Harpalus honestus	(Duftschmid, 1812)		NBNSYS0000007396										RedList_GB_post2001-VU			NR-includes		BAP-2007	England_NERC_S.41									NBNSYS0000007396
insect - beetle (Coleoptera)	Harpalus laevipes	Zetterstedt, 1828		NHMSYS0020919977										RedList_GB_post2001-LC			NR-includes												NHMSYS0020919977
insect - beetle (Coleoptera)	Harpalus latus	(Linnaeus, 1758)		NBNSYS0000007397										RedList_GB_post2001-LC															NBNSYS0000007397
insect - beetle (Coleoptera)	Harpalus melancholicus	Dejean, 1829		NBNSYS0000007398										RedList_GB_post2001-EN			NR-includes		BAP-2007	England_NERC_S.41		Env (Wales) Act S7							NBNSYS0000007398
insect - beetle (Coleoptera)	Harpalus neglectus	Audinet-Serville, 1821		NBNSYS0000007399										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007399
insect - beetle (Coleoptera)	Harpalus pumilus	Sturm, 1818		NHMSYS0020919978										RedList_GB_post2001-NT			NR-includes												NHMSYS0020919978
insect - beetle (Coleoptera)	Harpalus rubripes	(Duftschmid, 1812)		NBNSYS0000007401										RedList_GB_post2001-LC															NBNSYS0000007401
insect - beetle (Coleoptera)	Harpalus rufipalpis	Sturm, 1818		NHMSYS0020919979										RedList_GB_post2001-LC															NHMSYS0020919979
insect - beetle (Coleoptera)	Harpalus rufipes	(De Geer, 1774)		NBNSYS0000007375										RedList_GB_post2001-LC															NBNSYS0000007375
insect - beetle (Coleoptera)	Harpalus serripes	(Quensel in Schönherr, 1806)		NBNSYS0000007403										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007403
insect - beetle (Coleoptera)	Harpalus servus	(Duftschmid, 1812)		NBNSYS0000007404										RedList_GB_post2001-NT			NR-includes												NBNSYS0000007404
insect - beetle (Coleoptera)	Harpalus smaragdinus	(Duftschmid, 1812)		NBNSYS0000007405										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007405
insect - beetle (Coleoptera)	Harpalus tardus	(Panzer, 1796)		NBNSYS0000007406										RedList_GB_post2001-LC															NBNSYS0000007406
insect - beetle (Coleoptera)	Harpalus tenebrosus	Dejean, 1829		NBNSYS0000007407										RedList_GB_post2001-LC			NS-includes												NBNSYS0000007407
insect - beetle (Coleoptera)	Helochares obscurus	(Müller, O.F., 1776)		NHMSYS0001718384										RedList_GB_post2001-VU															NHMSYS0001718384
insect - beetle (Coleoptera)	Helochares punctatus	Sharp, 1869		NBNSYS0000007722														NS-excludes			Scottish_Biodiversity_List								NBNSYS0000007722
insect - beetle (Coleoptera)	Helophorus alternans	Gené, 1836		NBNSYS0000007656														NS-excludes			Scottish_Biodiversity_List								NBNSYS0000007656
insect - beetle (Coleoptera)	Helophorus arvernicus	Mulsant, 1846		NBNSYS0000007657																			NI_Priority						NBNSYS0000007657
insect - beetle (Coleoptera)	Helophorus dorsalis	(Marsham, 1802)		NBNSYS0000007659														NS-excludes											NBNSYS0000007659
insect - beetle (Coleoptera)	Helophorus fulgidicollis	Motschulsky, 1860		NBNSYS0000007661														NS-excludes					NI_Priority						NBNSYS0000007661
insect - beetle (Coleoptera)	Helophorus granularis	(Linnaeus, 1761)		NBNSYS0000007663														NS-excludes											NBNSYS0000007663
insect - beetle (Coleoptera)	Helophorus griseus	Herbst, 1793		NBNSYS0000007664																	Scottish_Biodiversity_List								NBNSYS0000007664
insect - beetle (Coleoptera)	Helophorus laticollis	Thomson, C.G., 1853		NBNSYS0000007665										RedList_GB_post2001-EN					BAP-2007	England_NERC_S.41									NBNSYS0000007665
insect - beetle (Coleoptera)	Helophorus longitarsis	Wollaston, 1864		NBNSYS0000007666														NS-excludes											NBNSYS0000007666
insect - beetle (Coleoptera)	Helophorus nanus	Sturm, 1836		NBNSYS0000007668														NS-excludes											NBNSYS0000007668
insect - beetle (Coleoptera)	Helophorus nubilus	Fabricius, 1777		NBNSYS0000007669														NS-excludes											NBNSYS0000007669
insect - beetle (Coleoptera)	Helophorus porculus	Bedel, 1881		NBNSYS0000007671																	Scottish_Biodiversity_List								NBNSYS0000007671
insect - beetle (Coleoptera)	Helophorus strigifrons	Thomson, C.G., 1868		NBNSYS0000007673														NS-excludes											NBNSYS0000007673
insect - beetle (Coleoptera)	Helophorus tuberculatus	Gyllenhal, 1808		NBNSYS0000007674										RedList_GB_post2001-VU							Scottish_Biodiversity_List								NBNSYS0000007674
insect - beetle (Coleoptera)	Helops caeruleus	(Linnaeus, 1758)		NBNSYS0000024852										RedList_GB_post2001-LC			NS-includes												NBNSYS0000024852
insect - beetle (Coleoptera)	Hemicoelus canaliculatus	(Thomson, C.G., 1863)		NHMSYS0021366769										RedList_GB_post2001-LC			NR-includes												NHMSYS0021366769
insect - beetle (Coleoptera)	Hemicoelus fulvicornis	(Sturm, 1837)		NBNSYS0000024318										RedList_GB_post2001-LC															NBNSYS0000024318
insect - beetle (Coleoptera)	Hemitrichapion reflexum	(Gyllenhal, 1833)		NBNSYS0000025061														Notable-A											NBNSYS0000025061
insect - beetle (Coleoptera)	Heptaulacus testudinarius	(Fabricius, 1775)		NHMSYS0001718437										RedList_GB_post2001-CR(PE)			NR-includes												NHMSYS0001718437
insect - beetle (Coleoptera)	Hermaeophaga mercurialis	(Fabricius, 1792)		NHMSYS0020109259										RedList_GB_post2001-LC															NHMSYS0020109259
insect - beetle (Coleoptera)	Heterocerus flexuosus	Stephens, 1828		NBNSYS0000024203														NS-excludes			Scottish_Biodiversity_List								NBNSYS0000024203
insect - beetle (Coleoptera)	Heterocerus fossor	Kiesenwetter, 1843		NBNSYS0000024204														NS-excludes			Scottish_Biodiversity_List								NBNSYS0000024204
insect - beetle (Coleoptera)	Heterocerus fusculus	Kiesenwetter, 1843		NBNSYS0000024205										RedList_GB_post2001-VU															NBNSYS0000024205
insect - beetle (Coleoptera)	Heterocerus marginatus	(Fabricius, 1787)		NHMSYS0001718445														NS-excludes											NHMSYS0001718445
insect - beetle (Coleoptera)	Heterocerus obsoletus	Curtis, 1828		NBNSYS0000024209														NS-excludes											NBNSYS0000024209
insect - beetle (Coleoptera)	Heterota plumbea	(Waterhouse, G.R., 1858)		NHMSYS0001718450														Notable											NHMSYS0001718450
insect - beetle (Coleoptera)	Heterothops dissimilis	(Gravenhorst, 1802)		NBNSYS0000023535								RedList_GB_Pre94-Insu																	NBNSYS0000023535
insect - beetle (Coleoptera)	Hippodamia tredecimpunctata	(Linnaeus, 1758)		NBNSYS0000008313								RedList_GB_Pre94-Insu																	NBNSYS0000008313
insect - beetle (Coleoptera)	Hippodamia variegata	(Goeze, 1777)		NBNSYS0000008315														Notable-B											NBNSYS0000008315
insect - beetle (Coleoptera)	Hippuriphila modeeri	(Linnaeus, 1761)		NBNSYS0000011287										RedList_GB_post2001-LC															NBNSYS0000011287
insect - beetle (Coleoptera)	Hister bissexstriatus	Fabricius, 1801		NHMSYS0001718456										RedList_GB_post2001-NT			NR-includes												NHMSYS0001718456
insect - beetle (Coleoptera)	Hister illigeri	Duftschmid, 1805		NBNSYS0000022854										RedList_GB_post2001-EX															NBNSYS0000022854
insect - beetle (Coleoptera)	Hister quadrimaculatus	Linnaeus, 1758		NBNSYS0000022852										RedList_GB_post2001-VU			NR-includes												NBNSYS0000022852
insect - beetle (Coleoptera)	Hister quadrinotatus	(Scriba, L.G., 1790)		NBNSYS0000022853										RedList_GB_post2001-EX															NBNSYS0000022853
insect - beetle (Coleoptera)	Hister unicolor	Linnaeus, 1758		NBNSYS0000022856										RedList_GB_post2001-LC															NBNSYS0000022856
insect - beetle (Coleoptera)	Holobus flavicornis	(Lacordaire, 1835)		NHMSYS0001718464														Notable											NHMSYS0001718464
insect - beetle (Coleoptera)	Hololepta plana	(Sulzer, 1776)		NHMSYS0021179452										RedList_GB_post2001-DD			NR-includes												NHMSYS0021179452
insect - beetle (Coleoptera)	Homoeusa acuminata	(Märkel, 1842)		NHMSYS0001718470								RedList_GB_Pre94-Insu																	NHMSYS0001718470
insect - beetle (Coleoptera)	Hoplia philanthus	(Fuessly, 1775)		NBNSYS0000011541										RedList_GB_post2001-LC															NBNSYS0000011541
insect - beetle (Coleoptera)	Hydaticus seminiger	(De Geer, 1774)		NHMSYS0001718477														NS-excludes											NHMSYS0001718477
