row	taxon_name	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species	original list	synonyms
470	Anastrepha peruviana	Anastrepha peruviana Townsend, 1913	1625187	EXACT	98	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha fratercula	genus	
471	Anastrepha phaeoptera	Anastrepha phaeoptera Lima, 1937	1625090	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha phaeoptera	genus	
472	Anastrepha picciola	Anastrepha picciola (Blanchard, 1960)	11162351	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha picciola	genus	
473	Anastrepha pickeli	Anastrepha pickeli Lima, 1934	1625215	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha pickeli	genus	
474	Anastrepha pittieri	Anastrepha pittieri Caraballo, 1985	1625047	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha pittieri	genus	
475	Anastrepha proseni	Anastrepha proseni (Blanchard, 1960)	11213926	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha proseni	genus	
476	Anastrepha protuberans	Anastrepha protuberans Norrbom & Korytkowski, 2012	8520479	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha protuberans	genus	
477	Anastrepha pseudacris	Anastrepha pseudacris Rodriguez & Norrbom, 2021	11749604	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha pseudacris	genus	
478	Anastrepha pseudanomala	Anastrepha pseudanomala Norrbom, 2002	1625149	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha pseudanomala	genus	
479	Anastrepha pseudofraterculus	Anastrepha pseudo-fraterculus Capoor, 1955	1625182	FUZZY	96	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha fratercula	genus	
480	Anastrepha pseudoparallela	Anastrepha pseudoparallela (Loew, 1873)	1624997	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha pseudoparallela	genus	
481	Anastrepha pseudorobusta	Anastrepha pseudorobusta Norrbom & Korytkowski, 2009	11444108	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha pseudorobusta	genus	
482	Anastrepha psidivora	Anastrepha psidivora Norrbom, 2015	10394880	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha psidivora	genus	
483	Anastrepha pulchella	Anastrepha pulchella Norrbom, 2002	1625124	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha pulchella	genus	
484	Anastrepha pulchra	Anastrepha pulchra Stone, 1942	1625223	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha pulchra	genus	
485	Anastrepha punctata	Anastrepha punctata Hendel, 1914	1625268	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha punctata	genus	
486	Anastrepha quadripuncta	Anastrepha quadripuncta Troya & Norrbom, 2020	10848973	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha quadripuncta	genus	
487	Anastrepha quararibeae	Anastrepha quararibeae Lima, 1937	1625143	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha quararibeae	genus	
488	Anastrepha quiinae	Anastrepha quiinae Lima, 1937	1625120	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha quiinae	genus	
489	Anastrepha rafaeli	Anastrepha rafaeli Norrbom & Korytkowski, 2009	7950065	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha rafaeli	genus	
490	Anastrepha ramosa	Anastrepha ramosa Stone, 1942	1625235	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha ramosa	genus	
491	Anastrepha raveni	Anastrepha raveni Norrbom & Korytkowski, 2011	7785318	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha raveni	genus	
492	Anastrepha recurcauda	Anastrepha recurcauda (Tigrero, 1992)	11623202	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha recurcauda	species	
494	Anastrepha reichardti	Anastrepha reichardti Zucchi, 1979	1625125	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha reichardti	genus	
495	Anastrepha relicta	Anastrepha relicta HernÃ¡ndez-Ortiz, 2004	1625068	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha relicta	genus	
496	Anastrepha repanda	Anastrepha repanda Blanchard, 1941	11102970	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha repanda	genus	
497	Anastrepha rheediae	Anastrepha rheediae Stone, 1942	1625117	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha rheediae	genus	
498	Anastrepha robusta	Anastrepha robusta Greene, 1934	1625145	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha robusta	genus	
499	Anastrepha robynae	Anastrepha robynae Norrbom, 2015	10070910	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha robynae	genus	
500	Anastrepha rojasi	Anastrepha rojasi Norrbom & Korytkowski, 2009	11578669	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha rojasi	genus	
501	Anastrepha rondoniensis	Anastrepha rondoniensis Norrbom, 2015	11152681	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha rondoniensis	genus	
502	Anastrepha rosilloi	Anastrepha rosilloi Blanchard, 1961	1625160	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha rosilloi	genus	
503	Anastrepha sagittata	Anastrepha sagittata (Stone, 1939)	1625137	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha sagittata	genus	
504	Anastrepha sagittifera	Anastrepha sagittifera Zucchi, 1979	1625217	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha sagittifera	genus	
505	Anastrepha schausi	Anastrepha schausi Aldrich, 1925	1625275	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha schausi	genus	
506	Anastrepha scholae	Anastrepha scholae Capoor, 1955	1625191	EXACT	98	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha fratercula	genus	
507	Anastrepha schultzi	Anastrepha schultzi Blanchard, 1938	1625013	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha schultzi	genus	
508	Anastrepha scobinae	Anastrepha scobinae Stone, 1942	1624989	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha scobinae	genus	
509	Anastrepha serpentina	Anastrepha serpentina (Wiedemann, 1830)	1625211	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha serpentina	genus	
510	Anastrepha shannoni	Anastrepha shannoni Stone, 1942	1625238	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha shannoni	genus	
511	Anastrepha siculigera	Anastrepha siculigera Norrbom & Uchoa, 2011	7552027	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha siculigera	genus	
512	Anastrepha similis	Anastrepha similis Greene, 1934	1625046	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha similis	genus	
513	Anastrepha simulans	Anastrepha simulans Zucchi, 1979	1625204	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha simulans	genus	
514	Anastrepha sinuosa	Anastrepha sinuosa Canal, 2010	7827383	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha sinuosa	genus	
515	Anastrepha sinvali	Anastrepha sinvali Zucchi, 1982	1625114	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha sinvali	genus	
516	Anastrepha sobrina	Anastrepha sobrina Norrbom, 2021	11538645	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha sobrina	genus	
517	Anastrepha sodalis	Anastrepha sodalis Stone, 1942	1625261	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha sodalis	genus	
518	Anastrepha soluta	Anastrepha Schiner, 1868	1624988	HIGHERRANK	94	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha		genus	
519	Anastrepha soroana	Anastrepha soroana FernÃ¡ndez & RodrÃ­guez	1625153	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha soroana	genus	
520	Anastrepha sororcula	Anastrepha sororcula Zucchi, 1979	1625209	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha sororcula	genus	
521	Anastrepha spatulata	Anastrepha spatulata Stone, 1942	1625226	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha spatulata	genus	
522	Anastrepha species indet			NONE	100										allied_species	
523	Anastrepha speciosa	Anastrepha speciosa Stone, 1942	1624993	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha speciosa	genus	
524	Anastrepha stangei	Anastrepha stangei Norrbom & Korytkowski, 2012	8473609	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha stangei	genus	
525	Anastrepha steyskali	Anastrepha steyskali Korytkowski, 1975	1625108	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha steyskali	genus	
526	Anastrepha stonei	Anastrepha stonei Steyskal, 1977	1625110	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha stonei	genus	
527	Anastrepha striata	Anastrepha striata Schiner, 1868	1625094	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha striata	genus	
528	Anastrepha submunda	Anastrepha submunda Lima, 1937	1625102	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha submunda	genus	
529	Anastrepha subramosa	Anastrepha subramosa Stone, 1942	1625220	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha subramosa	genus	
530	Anastrepha superflua	Anastrepha superflua Stone, 1942	1625199	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha superflua	genus	
531	Anastrepha surinamensis	Anastrepha surinamensis Norrbom, 2021	11488600	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha surinamensis	genus	
532	Anastrepha suspensa	Anastrepha suspensa (Loew, 1862)	1625078	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha suspensa	genus	
533	Anastrepha sylvicola	Anastrepha sylvicola Knab, 1915	1625228	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha sylvicola	genus	
534	Anastrepha tecta	Anastrepha tecta Zucchi, 1979	1625139	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tecta	genus	
535	Anastrepha tehuanana	Anastrepha tehuanana Norrbom, 2014	11789551	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tehuanana	genus	
536	Anastrepha teli	Anastrepha teli Stone, 1942	1625077	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha teli	genus	
537	Anastrepha tenebrosa	Anastrepha tenebrosa Norrbom, 2021	11924068	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tenebrosa	genus	
538	Anastrepha tenella	Anastrepha tenella Zucchi, 1979	1625159	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tenella	genus	
539	Anastrepha teretis	Anastrepha teretis Stone, 1942	1625249	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha teretis	genus	
540	Anastrepha tinctobasis	Anastrepha tinctobasis Troya & Norrbom, 2020	10775012	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tinctobasis	genus	
541	Anastrepha townsendi	Anastrepha townsendi Greene, 1934	1625003	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha townsendi	genus	
542	Anastrepha triangularis	Anastrepha triangularis Norrbom, 2021	11524776	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha triangularis	genus	
543	Anastrepha trimaculata	Anastrepha Schiner, 1868	1624988	HIGHERRANK	94	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha		genus	
544	Anastrepha tripunctata	Anastrepha tripunctata Wulp, 1899	1625004	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tripunctata	genus	
545	Anastrepha trivittata	Anastrepha trivittata Norrbom & Korytkowski, 2011	8381247	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha trivittata	genus	
546	Anastrepha tubifera	Anastrepha tubifera (Walker, 1858)	1625098	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tubifera	genus	
547	Anastrepha tumbalai	Anastrepha Schiner, 1868	1624988	HIGHERRANK	94	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha		genus	
548	Anastrepha tumida	Anastrepha tumida Stone, 1942	1625234	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tumida	genus	
549	Anastrepha tunariensis	Anastrepha tunariensis Norrbom, 2015	10811169	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha tunariensis	genus	
550	Anastrepha turicai	Anastrepha turicai Blanchard, 1961	1625205	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha turicai	genus	
551	Anastrepha turpiniae	Anastrepha turpiniae Stone, 1942	1625051	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha turpiniae	genus	
552	Anastrepha umbrosa	Anastrepha umbrosa Blanchard, 1961	1625115	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha umbrosa	genus	
553	Anastrepha undosa	Anastrepha undosa Stone, 1942	1625045	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha undosa	genus	
554	Anastrepha unicolor	Anastrepha Schiner, 1868	1624988	HIGHERRANK	94	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha		genus	
555	Anastrepha urichi	Anastrepha urichi Greene, 1934	1625031	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha urichi	genus	
556	Anastrepha velezi	Anastrepha velezi Norrbom, 1997	11176998	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha velezi	genus	
557	Anastrepha villosa	Anastrepha villosa Norrbom, 2015	10812699	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha villosa	genus	
558	Anastrepha wachiperi	Anastrepha wachiperi Norrbom, 2021	11927751	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha wachiperi	genus	
559	Anastrepha willei	Anastrepha willei Korytkowski, 2001	1625210	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha willei	genus	
560	Anastrepha wittiensis	Anastrepha wittiensis Norrbom, 2021	11655244	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha wittiensis	genus	
561	Anastrepha woodi	Anastrepha woodi Norrbom & Korytkowski, 2012	11144738	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha woodi	genus	
562	Anastrepha woodleyi	Anastrepha woodleyi Norrbom & Korytkowski, 2011	8028465	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha woodleyi	genus	
563	Anastrepha xanthochaeta	Anastrepha xanthochaeta Hendel, 1914	1624994	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha xanthochaeta	genus	
564	Anastrepha zacharyi	Anastrepha zacharyi Norrbom, 2015	11112573	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha zacharyi	genus	
565	Anastrepha zenildae	Anastrepha zenildae Zucchi, 1979	1625150	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha zenildae	genus	
566	Anastrepha zernyi	Anastrepha zernyi Lima, 1934	1625021	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha zernyi	genus	
567	Anastrepha zeteki	Anastrepha zeteki Greene, 1934	1625092	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha zeteki	genus	
568	Anastrepha zucchii	Anastrepha zucchii Norrbom, 1998	1625266	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha zucchii	genus	
569	Anastrepha zuelaniae	Anastrepha zuelaniae Stone, 1942	1625067	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Anastrepha	Anastrepha zuelaniae	genus	
570	Anisandrus dispar	Anisandrus dispar Hulcr, Dole, Beaver & Cognato, 2007	9458463	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anisandrus	Anisandrus dispar	allied_species	
571	Anisandrus maiche	Anisandrus maiche Hulcr, Dole, Beaver & Cognato, 2007	9309627	EXACT	98	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anisandrus	Anisandrus maiche	species	
572	Anoplophora chinensis	Anoplophora chinensis (Forster, 1771)	7987143	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anoplophora	Anoplophora chinensis	species	
574	Anoplophora glabripennis	Anoplophora glabripennis (Motschulsky, 1854)	7572133	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anoplophora	Anoplophora glabripennis	species	
576	Anoplophora horsfieldii	Anoplophora horsfieldii (Hope, 1843)	4999868	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Anoplophora	Anoplophora horsfieldii	species	
577	Anthonomus bisignifer	Anthonomus bisignifer S.Schenkling & Marshall G.A.K., 1934	5013834	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus bisignifer	species	
578	Anthonomus bituberculatus	Anthonomus bituberculatus C.G.Thomson, 1868	1196261	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus bituberculatus	allied_species	
579	Anthonomus britannus	Anthonomus britannus J.Desbrochers, 1868	5013555	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus britannus	allied_species	
580	Anthonomus brunnipennis	Anthonomus brunnipennis Mannerheim, 1843	1196059	EXACT	98	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus brunnipennis	allied_species	
581	Anthonomus chevrolati	Anthonomus chevrolati J.Desbrochers, 1868	1196030	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus chevrolati	allied_species	
582	Anthonomus conspersus	Anthonomus conspersus J.Desbrochers, 1868	1196092	EXACT	98	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus conspersus	allied_species	
583	Anthonomus eugenii	Anthonomus eugenii Cano, 1894	5013699	EXACT	98	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus eugenii	species	
584	Anthonomus pedicularius	Anthonomus pedicularius S.Schenkling, 1885	8161309	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus pedicularius	allied_species	
585	Anthonomus phyllocola	Anthonomus phyllocola (J.F.W.Herbst, 1795)	1196048	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus phyllocola	allied_species	
586	Anthonomus pomorum	Anthonomus pomorum (C.Linnaeus, 1758)	7634747	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus pomorum	allied_species	
587	Anthonomus pyri	Anthonomus pyri Kollar, 1837	8409288	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus pyri	allied_species	
588	Anthonomus quadrigibbus	Anthonomus quadrigibbus Say & T., 1832	5013721	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus quadrigibbus	species	
589	Anthonomus rubi	Anthonomus rubi L.Bedel, 1887	1196192	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus rubi	allied_species	
590	Anthonomus rufus	Anthonomus rufus L.Gyllenhal, 1836	1196164	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus rufus	allied_species	
591	Anthonomus signatus	Anthonomus signatus Say & T., 1831	5013803	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus signatus	species	
592	Anthonomus spilotus	Anthonomus spilotus Redtenbacher, 1849	1196038	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus spilotus	allied_species	
593	Anthonomus ulmi	Anthonomus ulmi (C.DeGeer, 1775)	8098866	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Anthonomus	Anthonomus ulmi	allied_species	
594	Anzygina zealandica	Anzygina zealandica (Myers, 1923)	2026690	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Anzygina	Anzygina zealandica	species	
