row	taxon_name	scientificName	key	matchType	confidence	status	rank	kingdom	phylum	class	order	family	genus	species	original list	synonyms
3630	Psylla juiliensis	Psylla juiliensis Yang, 1984	5153216	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla juiliensis	genus	
3631	Psylla kilimandjaroensis	Psylla kilimandjaroensis Enderlein, 1910	5153146	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla kilimandjaroensis	genus	
3632	Psylla kotejai	Psylla kotejai Drohojowska & Klimaszewski, 2006	5153162	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla kotejai	genus	
3633	Psylla lanceolata	Psylla lanceolata Yang, 1984	5153192	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla lanceolata	genus	
3634	Psylla leprosa	Psylla leprosa Crawford, 1919	5153168	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla leprosa	genus	
3635	Psylla litchi	Psylla litchi Giard, 1893	5153167	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla litchi	genus	
3636	Psylla liuheica	Psylla liuheica Li, 2011	8287851	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla liuheica	genus	
3637	Psylla longicauda	Psylla longicauda Konovalova, 1986	9585878	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla longicauda	genus	
3638	Psylla loranthi	Psylla loranthi Capener, 1973	5153197	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla loranthi	genus	
3639	Psylla magnifera	Psylla magnifera Kuwayama, 1908	5986349	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla magnifera	genus	
3640	Psylla mala	Psylla mala Yang, 1984	5153147	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla mala	genus	
3641	Psylla mecoura	Psylla mecoura Li, 2011	7517138	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla mecoura	genus	
3642	Psylla minima	Psylla minima Konovalova, 1979	7499143	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla minima	genus	
3643	Psylla minutiforma	Psylla minutiforma Caldwell, 1944	5153165	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla minutiforma	genus	
3644	Psylla montanica	Psylla montanica Gegechkori, 1981	5153132	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla montanica	genus	
3645	Psylla morimotoi	Psylla morimotoi Miyatake, 1963	5986352	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla morimotoi	genus	
3646	Psylla muiri	Psylla muiri Crawford, 1919	5153183	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla muiri	genus	
3647	Psylla multipunctata	Psylla multipunctata Miyatake, 1964	5986345	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla multipunctata	genus	
3648	Psylla obliqua	Psylla obliqua (Thomson, 1877)	8328922	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla obliqua	genus	
3649	Psylla octomaculata	Psylla octomaculata Konovalova, 1980	7968593	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla octomaculata	genus	
3650	Psylla omogoensis	Psylla omogoensis Miyatake, 1963	5986351	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla omogoensis	genus	
3651	Psylla opulenta	Psylla opulenta Yang, 1984	5153166	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla opulenta	genus	
3652	Psylla pamirica	Psylla pamirica Baeva, 1966	5986344	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla pamirica	genus	
3653	Psylla picciconica	Psylla picciconica Li, 2011	8045390	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla picciconica	genus	
3654	Psylla plagiosticta	Psylla plagiosticta Li, 2011	7963931	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla plagiosticta	genus	
3655	Psylla praevia	Psylla praevia Loginova, 1964	5153141	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla praevia	genus	
3656	Psylla prima	Psylla prima Fang & Yang, 1986	5735415	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla prima	genus	
3657	Psylla pulla	Psylla pulla Yang, 1984	5153189	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla pulla	genus	
3658	Psylla quianli	Psylla quianli Yang & Li, 1984	5153215	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla quianli	genus	
3659	Psylla ribicola	Psylla ribicola Loginova, 1964	5153236	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla ribicola	genus	
3660	Psylla rigida	Psylla rigida Yang, 1984	5153224	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla rigida	genus	
3661	Psylla rubescens	Psylla rubescens Li & Yang, 1984	7649982	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla rubescens	genus	
3662	Psylla sanguinea	Psylla sanguinea (Provancher, 1872)	9510905	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla sanguinea	genus	
3663	Psylla sarcospermae	Psylla sarcospermae (Li, 2011)	7466833	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla sarcospermae	genus	
3664	Psylla sibirica	Psylla sibirica Loginova, 1966	7654554	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla sibirica	genus	
3665	Psylla simaoli	Psylla simaoli Yang & Li, 1984	5153187	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla simaoli	genus	
3666	Psylla spadica	Psylla spadica Kuwayama, 1908	5153151	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla spadica	genus	
3667	Psylla stranvaesiae	Psylla stranvaesiae Yang, 1984	5153176	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla stranvaesiae	genus	
3668	Psylla tayulinensis	Psylla tayulinensis Yang, 1984	5153153	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla tayulinensis	genus	
3669	Psylla tetrapanaxae	Psylla tetrapanaxae Yang, 1984	5153134	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla tetrapanaxae	genus	
3670	Psylla torrida	Psylla torrida Crawford, 1914	5153125	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla torrida	genus	
3671	Psylla unica	Psylla unica Bajeva, 1978	5986348	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla unica	genus	
3672	Psylla viccifoliae	Psylla viccifoliae Yang & Li, 1984	5153220	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla viccifoliae	genus	
3673	Psylla viridescens	Psylla viridescens (Provancher, 1872)	9437035	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla viridescens	genus	
3674	Psylla vulpis	Psylla vulpis Loginova, 1964	5153175	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla vulpis	genus	
3675	Psylla winkleri	Psylla winkleri RÃ¼bsaamen, 1910	9493544	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla winkleri	genus	
3676	Psylla yasumatsui	Psylla yasumatsui Miyatake, 1963	5986343	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla yasumatsui	genus	
3677	Psylla ziozankeana	Psylla ziozankeana Kuwayama, 1908	5986342	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Hemiptera	Psyllidae	Psylla	Psylla ziozankeana	genus	
3678	Psylliodes affinis	Psylliodes affinis (Paykull, 1799)	1048476	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes affinis	allied_species	
3679	Psylliodes attenuata	Psylliodes attenuata (Koch, 1803)	7382301	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes attenuata	allied_species	
3680	Psylliodes chalcomera	Psylliodes chalcomera (Illiger, 1807)	7881757	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes chalcomera	allied_species	
3681	Psylliodes chrysocephala	Psylliodes chrysocephalus (Linnaeus, 1758)	1048471	FUZZY	96	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes chrysocephalus	allied_species	
3682	Psylliodes cucullata	Psylliodes cucullatus (Illiger, 1807)	1048468	FUZZY	96	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes cucullatus	allied_species	
3683	Psylliodes cuprea	Psylliodes cuprea (Koch, 1803)	7429295	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes cuprea	allied_species	
3684	Psylliodes dulcamarae	Psylliodes dulcamarae (Koch, 1803)	4462387	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes dulcamarae	allied_species	
3685	Psylliodes hyoscyami	Psylliodes hyoscyami (Linnaeus, 1758)	4462396	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes hyoscyami	allied_species	
3686	Psylliodes laticollis	Psylliodes laticollis Kutschera, 1864	4462374	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes laticollis	allied_species	
3687	Psylliodes luridipennis	Psylliodes luridipennis Kutschera, 1864	4462431	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes luridipennis	allied_species	
3688	Psylliodes luteola	Psylliodes luteola (MÃ¼ller, 1776)	7810401	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes luteola	allied_species	
3689	Psylliodes marcida	Psylliodes marcida (Illiger, 1807)	7761730	EXACT	98	SYNONYM	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylloides	Psylloides marcida	allied_species	
3690	Psylliodes napi	Psylliodes napi (Fabricius, 1792)	1048469	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes napi	allied_species	
3691	Psylliodes picina	Psylliodes picinus (Marsham, 1802)	1048474	FUZZY	96	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes picinus	allied_species	
3692	Psylliodes punctifrons	Psylliodes Berthold, 1827	1048466	HIGHERRANK	94	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes		species	
3693	Psylliodes tricolor	Psylliodes tricolor Weise, 1888	8204882	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Psylliodes	Psylliodes tricolor	allied_species	
3694	Ptilona confinis	Ptilona confinis (Walker, 1856)	1622063	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona	Ptilona confinis	species	
3696	Ptilona conformis	Ptilona conformis Zia, 1965	1622062	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona	Ptilona conformis	genus	
3697	Ptilona confracta	Ptilona Wulp, 1880	1622055	HIGHERRANK	94	ACCEPTED	GENUS	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona		genus	
3698	Ptilona continua	Ptilona continua Hardy, 1974	1622057	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona	Ptilona continua	genus	
3699	Ptilona dolorosa	Ptilona dolorosa Hering, 1938	1622056	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona	Ptilona dolorosa	genus	
3700	Ptilona malaisei	Ptilona malaisei Hering, 1938	1622059	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona	Ptilona malaisei	genus	
3701	Ptilona nigrifacies	Ptilona nigrifacies Hardy, 1973	1622058	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona	Ptilona nigrifacies	genus	
3702	Ptilona persimilis	Ptilona persimilis Hendel, 1915	1622060	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona	Ptilona persimilis	species	
3704	Ptilona xizangensis	Ptilona xizangensis Wang, 1996	1622072	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Ptilona	Ptilona xizangensis	genus	
3705	Resseliella citrifrugis	Resseliella citrifugis Jiang, 1993	12176628	FUZZY	95	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella citrifugis	species	
3706	Resseliella crataegi	Resseliella crataegi (Barnes, 1939)	1599120	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella crataegi	allied_species	
3707	Resseliella dizygomyzae	Resseliella dizygomyzae (Barnes, 1933)	1599127	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella dizygomyzae	allied_species	
3708	Resseliella fruticosi	Resseliella fruticosi (Pitcher, 1955)	1599151	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella fruticosi	allied_species	
3709	Resseliella oculiperda	Resseliella oculiperda (RÃ¼bsaamen, 1893)	1599104	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella oculiperda	allied_species	
3710	Resseliella ranunculi	Resseliella ranunculi (Kieffer, 1909)	1599083	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella ranunculi	allied_species	
3711	Resseliella tenuis	Resseliella tenuis (Loew, 1850)	1599063	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella tenuis	allied_species	
3712	Resseliella theobaldi	Resseliella theobaldi (Barnes, 1927)	1599142	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella theobaldi	species	
3714	Resseliella vespicoloris	Resseliella vespicoloris (Barnes, 1933)	1599096	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	Resseliella	Resseliella vespicoloris	allied_species	
3715	Rhagoletis acuticornis	Rhagoletis acuticornis (Steyskal, 1979)	1622651	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis acuticornis	genus	
3716	Rhagoletis adusta	Rhagoletis adusta Foote, 1981	1622593	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis adusta	genus	
3717	Rhagoletis almatensis	Rhagoletis almatensis Rohdendorf, 1961	1622596	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis almatensis	genus	
3719	Rhagoletis alternata	Rhagoletis alternata (FallÃ©n, 1814)	1622615	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis alternata	allied_species	
3720	Rhagoletis antioquiensis	Rhagoletis antioquiensis Rodriguez & Norrbom, 2021	11378865	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis antioquiensis	genus	
3721	Rhagoletis bagheera	Rhagoletis bagheera Richter & Kandybina, 1997	1622566	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis bagheera	genus	
3722	Rhagoletis basiola	Rhagoletis basiola (Osten Sacken, 1877)	1622611	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis basiola	genus	
3723	Rhagoletis batava	Rhagoletis batava Hering, 1958	1622572	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis batava	genus	
3724	Rhagoletis berberidis	Rhagoletis berberidis Jermy, 1961	1622635	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis berberidis	genus	
3725	Rhagoletis berberis	Rhagoletis berberis Curran, 1932	1622631	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis berberis	genus	
3726	Rhagoletis bezziana	Rhagoletis bezziana (Hendel, 1931)	1622562	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis bezziana	genus	
3727	Rhagoletis blanchardi	Rhagoletis blanchardi AczÃ©l, 1954	1622600	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis blanchardi	genus	
3728	Rhagoletis boycei	Rhagoletis boycei Cresson, 1929	1622641	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis boycei	genus	
3729	Rhagoletis brncici	Rhagoletis brncici FrÃ­as, 2001	1622630	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis brncici	genus	
3730	Rhagoletis bushi	Rhagoletis bushi Hulbert & Smith, 2018	10804609	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis bushi	genus	
3731	Rhagoletis caucasica	Rhagoletis caucasica Kandybina & Richter, 1976	1622574	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis caucasica	genus	
3733	Rhagoletis cerasi	Rhagoletis cerasi (Linnaeus, 1758)	1622583	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis cerasi	allied_species	
3734	Rhagoletis chionanthi	Rhagoletis chionanthi Bush, 1966	1622642	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis chionanthi	genus	
3735	Rhagoletis chumsanica	Rhagoletis chumsanica (Rohdendorf, 1961)	1622548	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis chumsanica	genus	
3736	Rhagoletis cingulata	Rhagoletis cingulata (Loew, 1862)	1622599	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis cingulata	species	
3739	Rhagoletis completa	Rhagoletis completa Cresson, 1929	1622658	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis completa	genus	
3740	Rhagoletis conversa	Rhagoletis conversa (BrÃ¨thes, 1919)	1622556	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis conversa	genus	
3741	Rhagoletis cornivora	Rhagoletis cornivora Bush, 1966	1622577	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis cornivora	genus	
3742	Rhagoletis ebbettsi	Rhagoletis ebbettsi Bush, 1966	1622594	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis ebbettsi	genus	
3743	Rhagoletis electromorpha	Rhagoletis electromorpha Berlocher, 1984	1622578	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis electromorpha	genus	
3744	Rhagoletis emiliae	Rhagoletis emiliae Richter, 1974	1622626	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis emiliae	genus	
3745	Rhagoletis fausta	Rhagoletis fausta (Osten Sacken, 1877)	1622608	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis fausta	species	
3747	Rhagoletis ferruginea	Rhagoletis ferruginea Hendel, 1927	1622597	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis ferruginea	genus	
3748	Rhagoletis flavicincta	Rhagoletis flavicincta Enderlein, 1934	1622545	EXACT	97	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis flavicincta	genus	
3749	Rhagoletis flavigenualis	Rhagoletis flavigenualis Hering, 1958	1622547	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis flavigenualis	genus	
3750	Rhagoletis freidbergi	Rhagoletis freidbergi Korneyev & Korneyev, 2019	10553523	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis freidbergi	genus	
3751	Rhagoletis fuscobasalis	Rhagoletis fuscobasalis (Hering, 1935)	11189965	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis fuscobasalis	genus	
3752	Rhagoletis indifferens	Rhagoletis indifferens Curran, 1932	1622598	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis indifferens	species	
3754	Rhagoletis jamaicensis	Rhagoletis jamaicensis Foote, 1981	1622603	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis jamaicensis	genus	
3755	Rhagoletis juglandis	Rhagoletis juglandis Cresson, 1920	1622554	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis juglandis	genus	
3756	Rhagoletis juniperina	Rhagoletis juniperina Marcovitch, 1915	1622595	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis juniperina	genus	
3757	Rhagoletis kurentsovi	Rhagoletis kurentsovi (Rohdendorf, 1961)	1622653	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis kurentsovi	genus	
3758	Rhagoletis lycopersella	Rhagoletis lycopersella Smyth, 1960	1622551	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis lycopersella	genus	
3759	Rhagoletis macquartii	Rhagoletis macquartii (Loew, 1873)	1622605	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis macquartii	genus	
3760	Rhagoletis magniterebra	Rhagoletis magniterebra (Rohdendorf, 1961)	1622622	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis magniterebra	genus	
3762	Rhagoletis meigenii	Rhagoletis meigenii (Loew, 1844)	1622567	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis meigenii	allied_species	
3763	Rhagoletis mendax	Rhagoletis mendax Curran, 1932	1622650	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis mendax	species	
3765	Rhagoletis merzi	Rhagoletis merzi Korneyev, Smith, Hulbert, Frey & Korneyev, 2022	11852172	EXACT	99	ACCEPTED	SPECIES	Animalia	Arthropoda	Insecta	Diptera	Tephritidae	Rhagoletis	Rhagoletis merzi	genus	
