Organism,Common Name,Common Name Source,Current Status,INSDC ID,ToL ID
Aporrectodea rosea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wcApoRose2, wcApoRose5, wcApoRose9, wcApoRose7, wcApoRose6, wcApoRose10, wcApoRose8, wcApoRose4, wcApoRose1, wcApoRose3"
Velia caprai,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ihVelCapr1
Stereocaulon evolutum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"glSteEvol1, glSteEvol3, glSteEvol2"
Asteia concinna,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idAstConc1
Elachista poae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilElaPoae1
Andrena semilaevis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyAndSemi1
Platynereis massiliensis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wpPlaMass1
Neoboletus luridiformis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfNeoLuri1
Phyllaphis fagi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihPhyFagi3, ihPhyFagi7, ihPhyFagi6, ihPhyFagi4, ihPhyFagi2, ihPhyFagi8, ihPhyFagi1, ihPhyFagi5"
Nephrochlamys subsolitaria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucNepSubs1
Amanita fulvoides,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"gfAmaFuld2, gfAmaFuld1, gfAmaFuld3"
Amara convexior,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icAmaConv1
Oneirophanta mutabilis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ehOneMuta2, ehOneMuta1"
Omalium riparium,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icOmaRipa1
Caprella equilibra,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmCapEqui2, qmCapEqui1"
Callitriche brutia,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daCalBrut1
Dysidea fragilis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"odDysFrag1, odDysFrag2"
Oxypteryx atrella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilOxyAtre4
Calosoma inquisitor,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icCalInqu1
Rhizophagus bipustulatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icRhiBipu2, icRhiBipu1"
Epinotia immundana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilEpiImmu2, ilEpiImmu3, ilEpiImmu1"
Cydonia oblonga,quince,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drCydOblo1
Orthosia populeti,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilOrtPopu5, ilOrtPopu1, ilOrtPopu2, ilOrtPopu4"
Larinioides sclopetarius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqLarSclo2, qqLarSclo3, qqLarSclo1"
Ptilium crista-castrensis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbPtiCris3, cbPtiCris4, cbPtiCris1, cbPtiCris5, cbPtiCris2"
Barbula unguiculata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbBarUngu11, cbBarUngu16, cbBarUngu9, cbBarUngu4, cbBarUngu2, cbBarUngu10, cbBarUngu15, cbBarUngu5, cbBarUngu12, cbBarUngu1, cbBarUngu8, cbBarUngu6, cbBarUngu14, cbBarUngu7, cbBarUngu13, cbBarUngu3"
Gabrius splendidulus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icGabSple1
Asplenium trichomanes,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,voAspTric1
Phasia pusilla,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idPhaPusi3, idPhaPusi1, idPhaPusi2"
Liocarcinus pusillus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmLioPusi2, qmLioPusi1"
Cochlearia danica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddCocDani1
Ophion variegatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyOphVari3, iyOphVari5, iyOphVari4, iyOphVari1, iyOphVari2"
Pherbellia dubia,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idPheDubi1
Plagiobryum zieri,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbPtyZier4, cbPtyZier6, cbPtyZier1, cbPtyZier5, cbPtyZier2, cbPtyZier7, cbPtyZier8, cbPtyZier3"
Ankistrodesmus sp. CCAP202/27,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucAnkSpeb1
Meligethes planiusculus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icMelPlan2, icMelPlan1"
Hygrohypnella polaris,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbHygPola5, cbHygPola2, cbHygPola4, cbHygPola7, cbHygPola8, cbHygPola9, cbHygPola1, cbHygPola6, cbHygPola3"
Gracilaria vermiculophylla,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"urAgaVerm1, urAgaVerm2, urAgaVerm3"
Phaonia halterata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idPhaHalt3, idPhaHalt4, idPhaHalt1, idPhaHalt2"
Sciaphilus asperatus,strawberry root weevil,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icSciAspe1
Carex lepidocarpa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lpCarLepi1, lpCarLepi3, lpCarLepi4, lpCarLepi2"
Pachygnatha clercki,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqPacCler2, qqPacCler1"
Euglypha rotunda,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,pcEugRotu1
Luzula campestris,field woodrush,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lpLuzCamp1
Bradysia nitidicollis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idBraNiti1
Terebellides stroemii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wtTerStro1
Dictyosphaerium ehrenbergianum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucDicEhre1
Ochthebius poweri,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icOchPowe4, icOchPowe3, icOchPowe2, icOchPowe1"
Pholoe baltica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wpPhoBalt2, wpPhoBalt4, wpPhoBalt5, wpPhoBalt1, wpPhoBalt3"
Elachista bisulcella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilElaBisu3, ilElaBisu4, ilElaBisu5, ilElaBisu2"
Bacotia claustrella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilBacClau1
Doronicum pardalianches,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daDorPard1
Meredithia microphylla,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"urMerMicr1, urMerMicr2, urMerMicr3, urMerMicr5, urMerMicr4"
Eulecanium tiliae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihEulTili2, ihEulTili1"
Nebalia bipes,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmNebBipe1
Malthodes pumilus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icMalPumi4, icMalPumi1, icMalPumi3, icMalPumi2"
Chetostoma curvinerve,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idCheCurv1
Kickxia elatine,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daKicElat1
Edwardsia claparedii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"jaEdwClap3, jaEdwClap2, jaEdwClap4, jaEdwClap1"
Diaphorodoris luteocincta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgDiaLute1, xgDiaLute2"
Lamium maculatum,spotted dead-nettle,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"daLamMacu1, daLamMacu2"
Hemerobius stigma,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"inHemStig4, inHemStig3, inHemStig1, inHemStig2"
Limonium celticum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dcLimCelt1
Barbastella barbastellus,western barbastelle,NCBI_taxon,Submitted to BioSamples,PRJEB105504,mBarBar1
Dryopteris filix-mas,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,voDryFili1
Cephus pygmeus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyCepPygm2, iyCepPygm1"
Nemastoma bimaculatum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqNemBima2, qqNemBima4, qqNemBima5, qqNemBima3, qqNemBima1, qqNemBima6"
Lonicera periclymenum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daLonPeri1
Lentinus brumalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfLenBrum1
Pectinaria koreni,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wtPecKore1
Gungnir kasakii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucGunKasa1
Mesoptychia rutheana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cjMesRuth4, cjMesRuth2, cjMesRuth3, cjMesRuth5, cjMesRuth1"
Viola hirta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ddVioHirt1, ddVioHirt2"
Sematophyllum demissum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbSemDemi5, cbSemDemi2, cbSemDemi8, cbSemDemi4, cbSemDemi1, cbSemDemi7, cbSemDemi6, cbSemDemi3"
Achillea millefolium,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daAchMill1
Lobesia reliquana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilLobReli2, ilLobReli1"
Monocorophium sextonae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmMonSext1, qmMonSext2, qmMonSext3"
Enallagma cyathigerum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ioEnaCyat5, ioEnaCyat4, ioEnaCyat6, ioEnaCyat3, ioEnaCyat1, ioEnaCyat2"
Racomitrium sudeticum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbBucSude2, cbBucSude8, cbBucSude12, cbBucSude1, cbBucSude14, cbBucSude7, cbBucSude5, cbBucSude4, cbBucSude9, cbBucSude15, cbBucSude13, cbBucSude10, cbBucSude11, cbBucSude16, cbBucSude3, cbBucSude6"
Gymnopus ocior,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfGymOcio1
Oxycera rara,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idOxyRara1, idOxyRara3, idOxyRara2, idOxyRara5, idOxyRara4"
Arthopyrenia analepta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"gdArtAnal2, gdArtAnal1"
Phronia biarcuata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idPhrBiar1
Ancistrocerus gazella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyAncGaze1, iyAncGaze4, iyAncGaze2, iyAncGaze3"
Hippuris vulgaris,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"daHipVulg5, daHipVulg2, daHipVulg4, daHipVulg3, daHipVulg1"
Draparnaldia glomerata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ucDraGlom5, ucDraGlom4, ucDraGlom2, ucDraGlom3, ucDraGlom1"
Caprella acanthifera,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmCapAcan1, qmCapAcan2"
Gonodactylaceus falcatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmGonFalc1
Cinclidotus fontinaloides,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbCinFont2, cbCinFont9, cbCinFont1, cbCinFont6, cbCinFont4, cbCinFont5, cbCinFont8, cbCinFont3, cbCinFont10, cbCinFont7"
Pyura tessellata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"kaPyuTess1, kaPyuTess2"
Ichneumon stramentor,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyIchStrm1, iyIchStrm2"
Trachyphloeus scabriculus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icTraScab2, icTraScab1"
Rhyacophila dorsalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iiRhyDors1, iiRhyDors4, iiRhyDors3, iiRhyDors2"
Rhyssa persuasoria,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyRhyPers1, iyRhyPers3, iyRhyPers2"
Satchellius mammalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wcSatMamm4, wcSatMamm6, wcSatMamm5, wcSatMamm2, wcSatMamm3, wcSatMamm7, wcSatMamm1"
Agapanthia villosoviridescens,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icAgaVill3, icAgaVill4, icAgaVill2, icAgaVill1"
Geotrupes stercorarius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icGeoSter1
Ranunculus ophioglossifolius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dmRanOphi1
Racomitrium lanuginosum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbRacLanu2, cbRacLanu1"
Hylemya vagans,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idHylVaga2, idHylVaga1"
Crossocerus megacephalus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyCroMega1
Botrydiopsis arhiza,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uoBotArhi1
Eudendrium capillare,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,jhEudCapi1
Axinella dissimilis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,odAxiDiss1
Dicranum scoparium,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbDicScop3, cbDicScop7, cbDicScop12, cbDicScop13, cbDicScop4, cbDicScop6, cbDicScop10, cbDicScop9, cbDicScop2, cbDicScop5, cbDicScop11, cbDicScop15, cbDicScop17, cbDicScop8, cbDicScop1, cbDicScop16, cbDicScop14"
Ypsolopha alpella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilYpsAlpe1
Siphlonurus lacustris,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ieSipLacu1, ieSipLacu3, ieSipLacu2, ieSipLacu4"
Meteorus pendulus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyMetPend1, iyMetPend2"
Fumaria bastardii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dmFumBast1
Asarum europaeum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dmAsaEuro1
Longitarsus holsaticus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icLonHols1
Pholiota gummosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfPhoGumm1
Lepidium campestre,pepperwort,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ddLepCamp1
Hypnoidus riparius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icHypRipa1
Rhamphus pulicarius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icRhaPuli1, icRhaPuli3, icRhaPuli2"
Ganoderma adspersum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfGanAdsp1
Silene noctiflora,night-flowering catchfly,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"dcSilNoct2, dcSilNoct1"
Sapromyzosoma quadripunctata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idSapQuap1
Dolichopus popularis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idDolPopu2, idDolPopu1, idDolPopu3"
Stauroneis simulans,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uoStaSimu1
Leuctra hippopus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ipLeuHipp2, ipLeuHipp1"
Coleochaete scutata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ukColScut2
Myodes glareolus,Bank vole,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"mMyoGla1, mMyoGla2"
Corvus corone,carrion crow,NCBI_taxon,Submitted to BioSamples,PRJEB105504,bCorCoo1
Cnephaeus nilssonii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"mEptNil4, mEptNil2, mEptNil3"
Lepiseodina rothschildi,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idLepRoth1
Alisma lanceolatum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,laAliLanc1
Anomobryum julaceum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbAnoJula1, cbAnoJula2"
Lekanesphaera levii,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmLekLevi1, qmLekLevi2"
Pseudofumaria lutea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dmPseLute1
Grifola frondosa,hen-of-the-woods,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfGriFron1
Ephestia kuehniella,Mediterranean flour moth,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilEphKueh1, ilEphKueh2"
Paludinella globularis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xgPalGlob2, xgPalGlob3, xgPalGlob1"
Columella aspera,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,xgColAspe1
Solea solea,common sole,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"fSolSol3, fSolSol5, fSolSol10, fSolSol6, fSolSol9, fSolSol4, fSolSol2, fSolSol7, fSolSol8, fSolSol11"
Trifolium squamosum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drTriSqua1
Lissonota biguttata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyLisBigu2, iyLisBigu3, iyLisBigu1"
Menyanthes trifoliata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daMenTrif1
Calamagrostis epigejos,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lpCalEpie2, lpCalEpie1, lpCalEpie5, lpCalEpie6, lpCalEpie3, lpCalEpie4"
Sapyga quinquepunctata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iySapQuin2, iySapQuin1"
Parajassa pelagica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmParPela1
Hylaeus pectoralis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyHylPect2, iyHylPect1"
Sternaspis scutata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,wtSteScut1
Chordaria flagelliformis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uoChoFlag1
Drepana curvatula,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilDreCurv3
Hericium cirrhatum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfHerCirr1
Platycheirus scutatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idPlaScut1
Anomala dubia,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icAnoDubi2, icAnoDubi6, icAnoDubi1, icAnoDubi3, icAnoDubi5, icAnoDubi4"
Gastropacha quercifolia,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilGasQuer2
Tineola bisselliella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilTinBiss2, ilTinBiss1"
Hyloniscus riparius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmHylRipa2, qmHylRipa1, qmHylRipa3"
Eurithia anthophila,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idEurAnth1
Rugilus similis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icRugSimi1
Erythranthe lutea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daEryLute1
Hyale pontica,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,qmHyaPont1
Cylindrocapsa involuta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ucCylInvo1
Russula paludosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfRusPalu1
Chilacis typhae,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihChiTyph2, ihChiTyph1"
Porpidia melinodes,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"glPorMeli1, glPorMeli2"
Tenuiphantes zimmermanni,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqTenZimm2, qqTenZimm3, qqTenZimm1"
Homolobus infumator,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyHomInfu1, iyHomInfu2"
Dirophanes regenerator,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,iyDirRege1
Helina depuncta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idHelDepu1
Daphne laureola,spurge-laurel,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ddDapLaur2, ddDapLaur1"
Protoclythia rufa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,idProRufa1
Aspitates ochrearia,yellow belle,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilAspOchr1, ilAspOchr3"
Enicmus rugosus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icEniRugo1
Ichneumon extensorius,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"iyIchExte2, iyIchExte1"
Agonopterix liturosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilAgoLitu4, ilAgoLitu1, ilAgoLitu3, ilAgoLitu2"
Chamelea striatula,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"xbChaStri2, xbChaStri1"
Aria vexans,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drSorVexa1
Nemoura cinerea,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ipNemCine4, ipNemCine8, ipNemCine7, ipNemCine6, ipNemCine2, ipNemCine3, ipNemCine5, ipNemCine1"
Orthotrichum stramineum,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbOrtStra6, cbOrtStra7, cbOrtStra4, cbOrtStra1, cbOrtStra2, cbOrtStra5, cbOrtStra8, cbOrtStra3"
Cryptomonas pyrenoidifera,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,uyCryPyre1
Leontodon saxatilis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"daLeoSaxa3, daLeoSaxa4, daLeoSaxa1, daLeoSaxa2"
Meesia uliginosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"cbMeeUlig6, cbMeeUlig5, cbMeeUlig16, cbMeeUlig2, cbMeeUlig14, cbMeeUlig8, cbMeeUlig1, cbMeeUlig7, cbMeeUlig3, cbMeeUlig11, cbMeeUlig13, cbMeeUlig10, cbMeeUlig15, cbMeeUlig9, cbMeeUlig4, cbMeeUlig12"
Tetragnatha nigrita,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qqTetNigr1, qqTetNigr3, qqTetNigr2, qqTetNigr4, qqTetNigr5, qqTetNigr6"
Ligia oceanica,common sea slater,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmLigOcea5, qmLigOcea1, qmLigOcea11, qmLigOcea2, qmLigOcea12, qmLigOcea6, qmLigOcea4, qmLigOcea3"
Cereus pedunculatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,jaCerPedu1
Iris pseudacorus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"lsIriPseu4, lsIriPseu6, lsIriPseu9, lsIriPseu10, lsIriPseu5, lsIriPseu11, lsIriPseu2, lsIriPseu7, lsIriPseu3, lsIriPseu8, lsIriPseu1"
Polygala amarella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,drPolAmar1
Stenodema laevigata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihSteLaev1, ihSteLaev2"
Deconica montana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfDecMont1
Leiochone leiopygos,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wuLeiLeio1, wuLeiLeio2"
Depressaria douglasella,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilDepDoug2, ilDepDoug1, ilDepDoug3"
Empis nuntia,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"idEmpNunt1, idEmpNunt2"
Teladorsagia circumcincta,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"nxTelCirc2, nxTelCirc5, nxTelCirc12, nxTelCirc3, nxTelCirc13, nxTelCirc14, nxTelCirc7, nxTelCirc9, nxTelCirc11, nxTelCirc16, nxTelCirc10, nxTelCirc8, nxTelCirc1, nxTelCirc4, nxTelCirc6, nxTelCirc15"
Corizus hyoscyami,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ihCorHyos6, ihCorHyos5, ihCorHyos2, ihCorHyos3, ihCorHyos1, ihCorHyos4"
Russula decolorans,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfRusDeco1
Populicerus laminatus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ihPopLami1
Eupithecia nanata,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilEupNana1, ilEupNana3, ilEupNana4, ilEupNana2"
Carex montana,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,lpCarMont1
Helobdella stagnalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"wrHelStag1, wrHelStag2, wrHelStag3"
Azolla filiculoides,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,voAzoFili1
Microdeutopus gryllotalpa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"qmMicGryl2, qmMicGryl1"
Veronica beccabunga,European brooklime,NCBI_taxon,Submitted to BioSamples,PRJEB105504,daVerBecc1
Hygrophorus agathosmus,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,gfHygAgat1
Suaeda maritima,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,dcSuaMari1
Cychrus caraboides,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,icCycCara1
Stigmella salicis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,ilStiSali1
Scorzoneroides autumnalis,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"daScoAutu2, daScoAutu1"
Stenoptilia pterodactyla,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"ilStePter6, ilStePter5, ilStePter1, ilStePter2, ilStePter7"
Timarcha tenebricosa,Not specified,NCBI_taxon,Submitted to BioSamples,PRJEB105504,"icTimTene1, icTimTene2"
