Organism,Common Name,Common Name Source,Current Status,INSDC ID,ToL ID
Galatella linosyris,goldilocks,NCBI_taxon,Assemblies - Submitted,PRJEB80057,daGalLino1
Larus canus,mew gull,NCBI_taxon,Assemblies - Submitted,PRJEB81432,"bLarCan3, bLarCan2, bLarCan1"
Gryllus bimaculatus,two-spotted cricket,NCBI_taxon,Assemblies - Submitted,PRJEB89071,iqGryBima1
Cochylis atricapitana,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB92297,"ilCocAtri6, ilCocAtri4, ilCocAtri2, ilCocAtri1, ilCocAtri3, ilCocAtri5"
Myopa buccata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB84348,idMyoBucc1
Natrix helvetica,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB78962,rNatHel1
Cheilosia illustrata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB71277,"idCheIllu3, idCheIllu1, idCheIllu2, idCheIllu5, idCheIllu7, idCheIllu4, idCheIllu6"
Potamogeton compressus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB91198,laPotComp1
Scapania gracilis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB95090,"cjScaGrac9, cjScaGrac3, cjScaGrac2, cjScaGrac14, cjScaGrac6, cjScaGrac8, cjScaGrac12, cjScaGrac4, cjScaGrac10, cjScaGrac1, cjScaGrac11, cjScaGrac13, cjScaGrac16, cjScaGrac7, cjScaGrac5, cjScaGrac15"
Catops nigricans,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB89624,icCatNigr1
Alisma plantago-aquatica,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB65655,laAliPlan1
Aethes rutilana,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB92293,ilAetRuti1
Crepidodera aurata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB83753,"icCreAura8, icCreAura6, icCreAura10, icCreAura3, icCreAura7, icCreAura9, icCreAura1, icCreAura2, icCreAura5, icCreAura4"
Tibellus oblongus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB73937,"qqTibOblo3, qqTibOblo1, qqTibOblo2"
Pulvigera lyellii,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB97853,"cbOrtLyel4, cbOrtLyel26, cbOrtLyel21, cbOrtLyel11, cbOrtLyel8, cbOrtLyel17, cbOrtLyel2, cbOrtLyel6, cbOrtLyel7, cbOrtLyel1, cbOrtLyel20, cbOrtLyel5, cbOrtLyel18, cbOrtLyel9, cbOrtLyel13, cbOrtLyel25, cbOrtLyel16, cbOrtLyel24, cbOrtLyel23, cbOrtLyel14, cbOrtLyel22, cbOrtLyel3, cbOrtLyel15, cbOrtLyel19, cbOrtLyel12, cbOrtLyel10"
Lyonetia clerkella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB77581,"ilLyoCler1, ilLyoCler2, ilLyoCler6, ilLyoCler5"
Polycarpa mamillaris,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB77758,kaPolMami1
Clavelina lepadiformis,light-bulb sea squirt,NCBI_taxon,Assemblies - Submitted,PRJEB57667,"kaClaLepa4, kaClaLepa3, kaClaLepa5, kaClaLepa9, kaClaLepa1, kaClaLepa6, kaClaLepa7, kaClaLepa2, kaClaLepa8"
Chloromyia formosa,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB70501,"idChlForm1, idChlForm5, idChlForm3, idChlForm4, idChlForm2, idChlForm6"
Anthocomus fasciatus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB78779,"icAntFasc2, icAntFasc1"
Schoenobius gigantella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB67612,ilSchGiga1
Epidalea calamita,natterjack toad,NCBI_taxon,Assemblies - Submitted,PRJEB104959,"aEpiCal2, aEpiCal3, aEpiCal4, aEpiCal1"
Eulalia xanthomucosa,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB94725,wpEulXant1
Brachmia blandella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB71263,"ilBraBlan1, ilBraBlan5, ilBraBlan4, ilBraBlan3, ilBraBlan2"
Leucocephalonemertes aurantiaca,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB76770,tnLeuAura1
Caryocolum tricolorella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB106028,ilCarTric1
Sciapus platypterus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB76762,"idSciPlat1, idSciPlat2"
Andreaea mutabilis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB90005,"caAndMuta4, caAndMuta9, caAndMuta8, caAndMuta3, caAndMuta6, caAndMuta24, caAndMuta12, caAndMuta21, caAndMuta16, caAndMuta18, caAndMuta2, caAndMuta17, caAndMuta20, caAndMuta14, caAndMuta5, caAndMuta7, caAndMuta15, caAndMuta13, caAndMuta22, caAndMuta10, caAndMuta11, caAndMuta23, caAndMuta1, caAndMuta19"
Eutrigla gurnardus,grey gurnard,NCBI_taxon,Assemblies - Submitted,PRJEB64069,fEutGur1
Lissotriton vulgaris,common newt,NCBI_taxon,Assemblies - Submitted,PRJEB69289,aLisVul1
Zoropsis spinimana,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB78926,"qqZorSpii1, qqZorSpii2"
Abia candens,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB66084,iyAbiCand1
Gastracanthus pulcherrimus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB59074,"iyGasPulc2, iyGasPulc3, iyGasPulc1"
Serica brunnea,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB80059,icSerBrun1
Laburnum anagyroides,golden chain tree,NCBI_taxon,Assemblies - Submitted,PRJEB77764,drLabAnag1
Testudinalia testudinalis,plant limpet,NCBI_taxon,Assemblies - Submitted,PRJEB97291,"xgTesTest2, xgTesTest4, xgTesTest1, xgTesTest3"
Cratoneuron filicinum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB82194,"cbCraFili2, cbCraFili6, cbCraFili14, cbCraFili9, cbCraFili15, cbCraFili16, cbCraFili5, cbCraFili10, cbCraFili7, cbCraFili8, cbCraFili13, cbCraFili12, cbCraFili3, cbCraFili1, cbCraFili4, cbCraFili11"
Luzula sylvatica,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB50862,"lpLuzSylv3, lpLuzSylv8, lpLuzSylv7, lpLuzSylv16, lpLuzSylv11, lpLuzSylv14, lpLuzSylv13, lpLuzSylv5, lpLuzSylv12, lpLuzSylv2, lpLuzSylv9, lpLuzSylv4, lpLuzSylv1, lpLuzSylv15, lpLuzSylv6, lpLuzSylv17"
Dalopius marginatus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB71425,"icDalMarg6, icDalMarg4, icDalMarg1, icDalMarg3, icDalMarg7, icDalMarg2, icDalMarg5"
Trifolium repens,white clover,NCBI_taxon,Assemblies - Submitted,PRJEB104957,"drTriRepe3, drTriRepe2, drTriRepe1"
Anobium punctatum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB73646,"icAnoPunc2, icAnoPunc3, icAnoPunc1, icAnoPunc4"
Aesculus hippocastanum,common horse chestnut,NCBI_taxon,Assemblies - Submitted,PRJEB85395,drAesHipp1
Tetranychus urticae,two-spotted spider mite,NCBI_taxon,Assemblies - Submitted,PRJEB89622,"qqTetUrti3, qqTetUrti1"
Gelis areator,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB70758,iyGelArea1
Magdalis barbicornis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB84274,icMagBarb1
Dolichopus virgultorum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB79602,idDolVirg1
Cygnus cygnus,common whooper,NCBI_taxon,Assemblies - Submitted,PRJEB74983,"bCygCyg1, bCygCyg2"
Myotis emarginatus,Geoffroy's bat,NCBI_taxon,Assemblies - Submitted,PRJEB81649,mMyoEma1
Salix arbuscula,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB65679,"ddSalArbu9, ddSalArbu2, ddSalArbu7, ddSalArbu8, ddSalArbu6, ddSalArbu1, ddSalArbu5, ddSalArbu3, ddSalArbu4"
Ribautiana ulmi,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB81843,"ihRibUlmi2, ihRibUlmi1, ihRibUlmi3"
Carex spicata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB97529,"lpCarSpic7, lpCarSpic6, lpCarSpic2, lpCarSpic1, lpCarSpic5, lpCarSpic3, lpCarSpic4"
Amara aenea,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB78341,"icAmaAene2, icAmaAene1"
Sussaba pulchella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB63413,"iySusPulc1, iySusPulc2, iySusPulc3"
Scutellaria galericulata,marsh skullcap,NCBI_taxon,Assemblies - Submitted,PRJEB50864,"daScuGale2, daScuGale1"
Alydus calcaratus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB80990,"ihAlyCalc3, ihAlyCalc4, ihAlyCalc1, ihAlyCalc2"
Carduus nutans,nodding thistle,NCBI_taxon,Assemblies - Submitted,PRJEB85429,daCarNuta1
Cryptophagus acutangulus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB58933,"icCryAcut2, icCryAcut1"
Linnemannia fluviae,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96162,ggMorFluv1
Bryotropha similis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96587,"ilBrySimi4, ilBrySimi5, ilBrySimi1"
Calophasia lunula,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB79701,"ilCalLunu3, ilCalLunu1"
Piscicola geometra,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB52862,wrPisGeom1
Columba palumbus,common wood pigeon,NCBI_taxon,Assemblies - Submitted,PRJEB75628,bColPal1
Sphagnum teres,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB90417,"csSphTere2, csSphTere12, csSphTere5, csSphTere6, csSphTere4, csSphTere11, csSphTere8, csSphTere9, csSphTere7, csSphTere3, csSphTere1, csSphTere10"
Cinara pinea,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB97303,"ihCinPine1, ihCinPine2, ihCinPine3"
Anthomyza gracilis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB77766,"idAntGrac2, idAntGrac1"
Crudosilis ruficollis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB75881,"icCruRufi5, icCruRufi4, icCruRufi6, icCruRufi2, icCruRufi3, icCruRufi8, icCruRufi1, icCruRufi7"
Cantharis decipiens,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB76760,"icCanDeci3, icCanDeci1, icCanDeci4, icCanDeci2"
Luquetia lobella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96581,ilLuqLobe2
Lypha dubia,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB55024,"idLypDubi1, idLypDubi2"
Cauchas rufimitrella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB84100,"ilCauRufi4, ilCauRufi1, ilCauRufi5, ilCauRufi3, ilCauRufi7, ilCauRufi2"
Ptilidium ciliare,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB90009,"cjPtiCili8, cjPtiCili5, cjPtiCili3, cjPtiCili9, cjPtiCili15, cjPtiCili2, cjPtiCili10, cjPtiCili14, cjPtiCili12, cjPtiCili18, cjPtiCili1, cjPtiCili17, cjPtiCili4, cjPtiCili6, cjPtiCili7, cjPtiCili16, cjPtiCili11, cjPtiCili13"
Pyrrhia umbra,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB66024,ilPyrUmbr1
Pterostichus diligens,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB83536,"icPteDili1, icPteDili2"
Cheilosia fraterna,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB80039,"idCheFrat2, idCheFrat1"
Nephrotoma guestfalica,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB66413,idNepGues1
Pyrrhosoma nymphula,large red damselfly,NCBI_taxon,Assemblies - Submitted,PRJEB65405,ioPyrNymp1
Limnephilus auricula,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB62560,iiLimAuri1
Aythya fuligula,tufted duck,NCBI_taxon,Assemblies - Submitted,PRJEB75624,"bAytFul3, bAytFul4, bAytFul5"
Cacoecimorpha pronubana,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB78813,ilCacPron1
Phyllodoce laminosa,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB94715,wpPhyLami1
Aulacomnium androgynum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB94771,"cbAulAndr4, cbAulAndr6, cbAulAndr19, cbAulAndr21, cbAulAndr1, cbAulAndr22, cbAulAndr3, cbAulAndr23, cbAulAndr18, cbAulAndr16, cbAulAndr10, cbAulAndr17, cbAulAndr12, cbAulAndr14, cbAulAndr8, cbAulAndr13, cbAulAndr2, cbAulAndr5, cbAulAndr7, cbAulAndr9, cbAulAndr11, cbAulAndr15, cbAulAndr20, cbAulAndr24"
Euthrix potatoria,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB85377,"ilEutPota1, ilEutPota2, ilEutPota3"
Pleurozia purpurea,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB95080,"cjPlePurp4, cjPlePurp2, cjPlePurp5, cjPlePurp13, cjPlePurp14, cjPlePurp16, cjPlePurp1, cjPlePurp15, cjPlePurp10, cjPlePurp11, cjPlePurp3, cjPlePurp6, cjPlePurp9, cjPlePurp12, cjPlePurp7, cjPlePurp8"
Allygidius commutatus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB85049,"ihAllComm2, ihAllComm1"
Chrysotoxum verralli,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB89594,"idChrVerr1, idChrVerr3, idChrVerr2, idChrVerr4"
Hydrotaea militaris,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB85207,"idHydMili2, idHydMili1"
Vicia parviflora,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB80416,"drVicParv3, drVicParv1, drVicParv2, drVicParv4"
Streptopelia decaocto,Eurasian collared-dove,NCBI_taxon,Assemblies - Submitted,PRJEB73917,"bStrDea1, bStrDea2"
Tranosemella praerogator,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB78753,"iyTraPrae1, iyTraPrae2"
Polydrusus impressifrons,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB98535,icPolImpr1
Adonis annua,blood-drops,NCBI_taxon,Assemblies - Submitted,PRJEB74268,dmAdoAnnu1
Microrhagus pygmaeus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB86940,"icMicPygm2, icMicPygm1"
Fissidens dubius,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB98006,"cbFisDubi2, cbFisDubi13, cbFisDubi14, cbFisDubi11, cbFisDubi16, cbFisDubi12, cbFisDubi6, cbFisDubi5, cbFisDubi10, cbFisDubi4, cbFisDubi3, cbFisDubi8, cbFisDubi15, cbFisDubi1, cbFisDubi9, cbFisDubi7"
Chelidonichthys cuculus,red gurnard,NCBI_taxon,Assemblies - Submitted,PRJEB74604,fCheCuc1
Polytrichum strictum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB97861,"cbPolStri16, cbPolStri24, cbPolStri21, cbPolStri3, cbPolStri19, cbPolStri20, cbPolStri4, cbPolStri2, cbPolStri23, cbPolStri15, cbPolStri9, cbPolStri12, cbPolStri7, cbPolStri1, cbPolStri18, cbPolStri22, cbPolStri5, cbPolStri11, cbPolStri6, cbPolStri10, cbPolStri14, cbPolStri13, cbPolStri17, cbPolStri8"
Meiosimyza decipiens,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB68003,idLycDeci1
Neurigona quadrifasciata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB78303,"idNeuQuad3, idNeuQuad2, idNeuQuad1"
Ascidia mentula,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB56131,kaAscMent1
Empis opaca,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB85029,idEmpOpac1
Villa occulta,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB89335,"idVilOccu2, idVilOccu1"
Agonopterix propinquella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB103927,ilAgoProp1
Sphagnum tenellum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB65220,"csSphTene2, csSphTene1, csSphTene4, csSphTene6, csSphTene5, csSphTene3"
Chrysops viduatus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB67426,"idChrVidu3, idChrVidu1, idChrVidu2, idChrVidu4"
Triaxomasia caprimulgella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB89317,"ilTriCapr1, ilTriCapr2, ilTriCapr3"
Phyllonorycter messaniella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB92303,"ilPhyMess4, ilPhyMess5, ilPhyMess3, ilPhyMess6, ilPhyMess2, ilPhyMess1"
Porella arboris-vitae,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB95082,"cjPorArbo13, cjPorArbo5, cjPorArbo8, cjPorArbo12, cjPorArbo16, cjPorArbo10, cjPorArbo11, cjPorArbo4, cjPorArbo7, cjPorArbo2, cjPorArbo14, cjPorArbo6, cjPorArbo15, cjPorArbo9, cjPorArbo3, cjPorArbo1"
Polytrichum juniperinum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB97859,"cbPolJuni8, cbPolJuni4, cbPolJuni3, cbPolJuni7, cbPolJuni13, cbPolJuni6, cbPolJuni1, cbPolJuni11, cbPolJuni14, cbPolJuni10, cbPolJuni16, cbPolJuni15, cbPolJuni9, cbPolJuni12, cbPolJuni2, cbPolJuni5"
Amblyptilia punctidactyla,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96601,"ilAmbPunc2, ilAmbPunc3"
Lasius fuliginosus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB57895,"iyLasFuli1, iyLasFuli3, iyLasFuli2"
Hedya nubiferana,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB97607,"ilHedNubi4, ilHedNubi3, ilHedNubi2, ilHedNubi1"
Carpinus betulus,European hornbeam,NCBI_taxon,Assemblies - Submitted,PRJEB89145,dhCarBetu1
Aporophyla australis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB102940,ilApoAust1
Claytonia sibirica,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB104573,dcClaSibi1
Zygodon viridissimus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB95074,"cbZygViri2, cbZygViri1"
Carex arenaria,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB68037,"lpCarAren1, lpCarAren2, lpCarAren4, lpCarAren3"
Platanus x hispanica,London plane tree,NCBI_taxon,Assemblies - Submitted,PRJEB92307,drPlaXhis1
Coelichneumon leucocerus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB73640,iyCoeLeuc1
Falco peregrinus,peregrine falcon,NCBI_taxon,Assemblies - Submitted,PRJEB80912,bFalPer5
Simyra albovenosa,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB102944,ilSimAlbo1
Cauchas fibulella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB84254,"ilCauFibu1, ilCauFibu2"
Echinocardium cordatum,sea potato,NCBI_taxon,Assemblies - Submitted,PRJEB83474,"eeEchCord3, eeEchCord2"
Mus musculus,house mouse,NCBI_taxon,Assemblies - Submitted,PRJEB59718,"mMusMuc69, mMusMuc53, mMusMuc44, mMusMuc104, mMusMuc78, mMusMuc91, mMusMuc98, mMusMuc108, mMusMuc46, mMusMuc50, mMusMuc45, mMusMuc52, mMusMuc47, mMusMuc111, mMusMuc62, mMusMuc54, mMusMuc74, mMusMuc99, mMusMuc79, mMusMuc106, mMusMuc109, mMusMuc43, mMusMuc83, mMusMuc63, mMusMuc90, mMusMuc76, mMusMuc58, mMusMuc75, mMusMuc66, mMusMuc68, mMusMuc107, mMusMuc84, mMusMuc48, mMusMuc65, mMusMuc105, mMusMuc103, mMusMuc97, mMusMuc100, mMusMuc110, mMusMuc60, mMusMuc86, mMusMuc67, mMusMuc61, mMusMuc59, mMusMuc51, mMusMuc93, mMusMuc94, mMusMuc95, mMusMuc73, mMusMuc49, mMusMuc77, mMusMuc57, mMusMuc96, mMusMuc82, mMusMuc70, mMusMuc85, mMusMuc89, mMusMuc1, mMusMuc80, mMusMuc88, mMusMuc102, mMusMuc87, mMusMuc42, mMusMuc56, mMusMuc64, mMusMuc55, mMusMuc72, mMusMuc101, mMusMuc92, mMusMuc81, mMusMuc71"
Fallopia convolvulus,wild buckwheat,NCBI_taxon,Assemblies - Submitted,PRJEB73736,dcFalConv1
Tetraplodon mnioides,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB94757,"cbTetMnio1, cbTetMnio4, cbTetMnio12, cbTetMnio9, cbTetMnio15, cbTetMnio14, cbTetMnio5, cbTetMnio7, cbTetMnio16, cbTetMnio2, cbTetMnio10, cbTetMnio11, cbTetMnio3, cbTetMnio6, cbTetMnio8, cbTetMnio13"
Tricholoma terreum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB75879,gfTriTerr1
Mustelus asterias,starry smooth-hound,NCBI_taxon,Assemblies - Submitted,PRJEB75875,sMusAst1
Carex laevigata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB68029,lpCarLaev1
Trifolium bocconei,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB80418,drTriBocc1
Inocybe petiginosa,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB75065,"gfInoPeti5, gfInoPeti1, gfInoPeti4, gfInoPeti3, gfInoPeti2"
Plusia putnami,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB88745,ilPluPutn1
Inocybe tigrina,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB60656,"gfInoTigr2, gfInoTigr3, gfInoTigr1, gfInoTigr4"
Veronica scutellata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB79446,daVerScut1
Geheebia maxima,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB98947,"cbDidMaxi7, cbDidMaxi8, cbDidMaxi4, cbDidMaxi1, cbDidMaxi6, cbDidMaxi5, cbDidMaxi3, cbDidMaxi2"
Potentilla anglica,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB85359,drPotAngl1
Sitona lineatus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB77502,"icSitLine6, icSitLine7, icSitLine1, icSitLine2, icSitLine5, icSitLine8, icSitLine4, icSitLine3"
Cordilura impudica,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB67602,idCorImpu1
Micromys minutus,European harvest mouse,NCBI_taxon,Assemblies - Submitted,PRJEB71535,"mMicMin1, mMicMin2"
Thiodia citrana,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96593,"ilThiCitr4, ilThiCitr5, ilThiCitr6"
Scaphidium quadrimaculatum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB83747,"icScaQuad2, icScaQuad5, icScaQuad4, icScaQuad1, icScaQuad6, icScaQuad3"
Ethmia dodecea,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB65726,"ilEthDode5, ilEthDode1, ilEthDode2, ilEthDode4, ilEthDode3"
Aplidium turbinatum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB45152,kaAplTurb1
Mormo maura,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB84102,"ilMorMaur5, ilMorMaur1, ilMorMaur3, ilMorMaur2, ilMorMaur4"
Athalia circularis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB65232,"iyAthCirc3, iyAthCirc2, iyAthCirc1"
Silba fumosa,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB74713,"idSilFumo2, idSilFumo1"
Linyphia triangularis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB65732,"qqLinTria4, qqLinTria5, qqLinTria1, qqLinTria2, qqLinTria3, qqLinTria6, qqLinTria9, qqLinTria8, qqLinTria7"
Flexitrichum flexicaule,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB94785,"cbFleFlex15, cbFleFlex12, cbFleFlex8, cbFleFlex3, cbFleFlex5, cbFleFlex2, cbFleFlex13, cbFleFlex4, cbFleFlex6, cbFleFlex14, cbFleFlex16, cbFleFlex7, cbFleFlex10, cbFleFlex1, cbFleFlex11, cbFleFlex9"
Agrotis ripae,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96991,ilAgrRipa1
Hecatera bicolorata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB83749,"ilHecBico1, ilHecBico3, ilHecBico4, ilHecBico2, ilHecBico5"
Omalotheca supina,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB78930,"daGnaSupi3, daGnaSupi2, daGnaSupi1"
Teucrium scorodonia,wood germander,NCBI_taxon,Assemblies - Submitted,PRJEB81030,"daTeuScoo2, daTeuScoo1"
Segestria senoculata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB75887,"qqSegSeno1, qqSegSeno2"
Smerinthus ocellatus,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB89632,"ilSmeOcel2, ilSmeOcel3"
Glechoma hederacea,creeping charlie,NCBI_taxon,Assemblies - Submitted,PRJEB87942,daGleHede1
Eudonia truncicolella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB59299,"ilEudTrun1, ilEudTrun4, ilEudTrun2"
Apamea unanimis,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB102934,ilApaUnan1
Drusilla canaliculata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB74975,"icDruCana2, icDruCana1"
Eriocrania sparrmannella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96613,"ilEriSpar1, ilEriSpar2"
Trypoxylon clavicerum,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB55981,"iyTryClav3, iyTryClav2, iyTryClav1"
Levisticum officinale,lovage,NCBI_taxon,Assemblies - Submitted,PRJEB92289,drLevOffi1
Monacha cantiana,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB74239,"xgMonCant1, xgMonCant2"
Ramularia vizellae,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96160,"gdRamVize2, gdRamVize1"
Epistrophella euchroma,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB54060,idEpiEuco1
Donacaula mucronella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB96975,ilDonMucr1
Coenobia rufa,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB98737,"ilCoeRufa1, ilCoeRufa3, ilCoeRufa2"
Spisula subtruncata,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB61701,"xbSpiSubt9, xbSpiSubt11, xbSpiSubt3, xbSpiSubt7, xbSpiSubt10, xbSpiSubt6, xbSpiSubt2, xbSpiSubt8, xbSpiSubt5, xbSpiSubt1, xbSpiSubt12, xbSpiSubt4"
Argyresthia albistria,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB63415,"ilArgAlbi1, ilArgAlbi3, ilArgAlbi6, ilArgAlbi4, ilArgAlbi5, ilArgAlbi2"
Endeis spinosa,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB64994,"qyEndSpin17, qyEndSpin12, qyEndSpin15, qyEndSpin13, qyEndSpin19, qyEndSpin20, qyEndSpin16, qyEndSpin18, qyEndSpin11"
Elachista alpinella,Not specified,NCBI_taxon,Assemblies - Submitted,PRJEB97009,"ilElaAlpi1, ilElaAlpi3, ilElaAlpi2"
