organism_key	taxon_version_key	kingdom	phylum_division	class	order	family	genus	taxon_name	taxon_authority	taxon_rank	synonyms	non_native_flag	terrestrial_freshwater_flag	freshwater	marine_flag	freshbase	ukceh_freshwater_list	pantheon_sqs	pantheon_conservation_status	pantheon_current_conservation_status	pantheon_designation_summary	pantheon_larval_feeding_guild	pantheon_adult_feeding_guild	pantheon_broad_biotope	pantheon_habitat	pantheon_resources	pantheon_specific_assemblage_type	pantheon_habitat_score	pantheon_associations	jncc_a: bern convention	jncc_c: birds directive	jncc_c1: convention on migratory species	jncc_c2: ospar	jncc_d: habitats directive	jncc_e: ec cites	jncc_f: global red list status	jncc_fa: red listing based on pre 1994 iucn guidelines	jncc_fb: red listing based on 1994 iucn guidelines	jncc_fc: red listing based on 2001 iucn guidelines	jncc_fd: red data categories  - birds (not based on iucn criteria)	jncc_fe: red data categories - spiders (not based on iucn criteria)	jncc_ga: rare and scarce species	jncc_gb: rare and scarce species (not based on iucn criteria)	jncc_ha: biodiversity action plan uk list of priority species	jncc_hb: biodiversity lists - england	jncc_hc: biodiversity lists - scotland	jncc_hd: biodiversity lists - wales	jncc_he: biodiversity lists - northern ireland	jncc_i: wildlife and countryside act 1981	jncc_j: the wildlife (northern ireland) order 1985	jncc_k: the conservation of habitats and species regulations 2010	jncc_l: the conservation (nature habitats, etc_) regulations (ni) 199	jncc_m: protection of badgers act
NBNORG0000043831	NBNSYS0100009730	Animalia	Arthropoda	Ostracoda	Podocopida	Cyprididae	Bradleycypris	Bradleycypris affinis	(Fischer)	Species	Cypricercus affinis;Cypricercus affinis subsp. hirsuta;Cypricercus fuscata subsp. affinis;Cypricercus fuscata var. minor;Cypricercus reticulata;Cypricercus tesselata		Y	Y		Y	Y																																				
NBNORG0000043832	NBNSYS0100009731	Animalia	Arthropoda	Ostracoda	Podocopida	Cyprididae	Bradleycypris	Bradleycypris fuscatus	(Jurine)	Species			Y	Y		Y	Y																																				
NBNORG0000043833	NBNSYS0100009732	Animalia	Arthropoda	Ostracoda	Podocopida	Cyprididae	Bradleycypris	Bradleycypris hirsutus	(Fischer)	Species			Y	Y		Y	Y																																				
NBNORG0000050961	NHMSYS0000322235	Animalia	Arthropoda	Ostracoda	Podocopida	Cyprididae	Bradleycypris	Bradleycypris obliqua	(Brady, 1868)	Species	Bradleycypris obliquus;Cypricercus obliquus;Cypris obliqua		Y	Y		Y	Y																																				
NBNORG0000050962	NHMSYS0000322237	Animalia	Arthropoda	Ostracoda	Podocopida	Cyprididae	Bradleystrandesia	Bradleystrandesia fuscata	(Jurine, 1820)	Species	Cypricercus adusta;Cypricercus fuscata var. major;Cypricercus fuscatus;Cypricercus hispida;Monoculus fuscata		Y			Y																																					
NBNORG0000043834	NBNSYS0100009735	Animalia	Rotifera	Eurotatoria	Bdelloidea	Adinetidae	Bradyscela	Bradyscela clauda	(Bryce, 1893)	Species				Y		Y	Y																																				
NBNORG0000043835	NBNSYS0100009737	Animalia	Annelida	Branchiobdellea	Branchiobdellida	Branchiobdellidae	Branchiobdella	Branchiobdella astaci	Odier, 1823	Species			Y	Y		Y	Y																																				
NBNORG0000096140	NHMSYS0020461052	Animalia	Annelida	Clitellata	Haplotaxida	Tubificidae	Branchiura	Branchiura sowerbyi	Beddard, 1892	Species		Y	Y	Y	Y	Y	Y																																				
NBNORG0000041329	NBNSYS0100002114	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Brillia	Brillia bifida	(Kieffer, 1909)	Species	Brillia modesta;Chironomus modestus;Metriocnemus bifidus		Y	Y		Y	Y	1										coarse woody debris: b																									
NBNORG0000041330	NBNSYS0000027375	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Brillia	Brillia longifurca	Kieffer, 1921	Species	Brillia flavifrons;Metriocnemus flavifrons		Y	Y		Y	Y	1										coarse woody debris: b																									
NBNORG0000043838	NBNSYS0100009744	Animalia	Rotifera	Eurotatoria	Ploima	Proalidae	Bryceella	Bryceella stylata	(Milne, 1886)	Species				Y		Y	Y																																				
NBNORG0000043839	NBNSYS0100009745	Animalia	Rotifera	Eurotatoria	Ploima	Proalidae	Bryceella	Bryceella tenella	(Bryce, 1897)	Species				Y		Y	Y																																				
NBNORG0000009971	NBNSYS0000007493	Animalia	Arthropoda	Insecta	Coleoptera	Haliplidae	Brychius	Brychius elevatus	(Panzer, 1793)	Species			Y	Y		Y	Y	1		LC	IUCN Threat listing (1)	herbivore	predator	wetland	running water	flow >> slow flow		grazing marsh - salinity: 0, grazing marsh - status: 2																									
NBNORG0000051579	NHMSYS0000338165	Animalia	Arthropoda	Maxillopoda	Harpacticoida	Canthocamptidae	Bryocamptus	Bryocamptus (Arcticocamptus) cuspidatus	(Schmeil, 1893)	Species	Arcticocamptus cuspidatus;Bryocamptus (Arcticocamptus) cuspidatus subsp. cuspidatus;Bryocamptus cuspidatus;Canthocamptus cuspidatus		Y	Y		Y	Y																																				
