TAXON_GROUP_NAME	TAXON_LIST_KEY	TAXON_LIST_VERSION_KEY	TAXON_LIST_ITEM_KEY	PARENT	TAXON_VERSION_KEY	PREFERRED_NAME	SORT_CODE	LST_ITM_CODE	TAXON_RANK_KEY	LONG_NAME	ITEM_NAME	AUTHORITY	ATTRIBUTE	LANGUAGE	NOTE	CHANGED_BY	CHANGED_DATE	DELETED_DATE
insect - dragonfly (Odonata)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169668		NBNSYS0000005625	NHMSYS0021169668			NBNSYS0000000028	Species	Aeshna grandis	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
insect - dragonfly (Odonata)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169667		NBNSYS0000005624	NHMSYS0021169667			NBNSYS0000000028	Species	Aeshna juncea	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
insect - dragonfly (Odonata)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169670		NBNSYS0000005627	NHMSYS0021169670			NBNSYS0000000028	Species	Aeshna mixta	Latreille, 1805		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175252		NHMSYS0001716528	NHMSYS0021175252			NBNSYS0000000022	Genus	Agabus	Leach, 1817		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175253		NHMSYS0001716529	NHMSYS0021175253			NBNSYS0000000023	Subgenus	Agabus (Acatodes)	Thomson, C.G., 1859		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175254		NHMSYS0001716530	NHMSYS0021175254			NBNSYS0000000028	Species	Agabus (Acatodes) arcticus	(Paykull, 1798)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175255		NHMSYS0001716531	NHMSYS0021175255			NBNSYS0000000028	Species	Agabus (Acatodes) congener	(Thunberg, 1794)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175256		NHMSYS0001716532	NHMSYS0021175256			NBNSYS0000000028	Species	Agabus (Acatodes) sturmii	(Gyllenhal, 1808)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175257		NHMSYS0001716533	NHMSYS0021175257			NBNSYS0000000023	Subgenus	Agabus (Agabus)	Leach, 1817		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175258		NHMSYS0001716534	NHMSYS0021175258			NBNSYS0000000028	Species	Agabus (Agabus) labiatus	(Brahm, 1790)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175259		NHMSYS0001716535	NHMSYS0021175259			NBNSYS0000000028	Species	Agabus (Agabus) uliginosus	(Linnaeus, 1761)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175260		NHMSYS0001716536	NHMSYS0021175260			NBNSYS0000000028	Species	Agabus (Agabus) undulatus	(Schrank, 1776)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175261		NHMSYS0001716537	NHMSYS0021175261			NBNSYS0000000023	Subgenus	Agabus (Gaurodytes)	Thomson, C.G., 1859		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175262		NHMSYS0001716538	NHMSYS0021175262			NBNSYS0000000028	Species	Agabus (Gaurodytes) affinis	(Paykull, 1798)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175263		NHMSYS0001716539	NHMSYS0021175263			NBNSYS0000000028	Species	Agabus (Gaurodytes) biguttatus	(Olivier, 1795)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175264		NHMSYS0001716540	NHMSYS0021175264			NBNSYS0000000028	Species	Agabus (Gaurodytes) bipustulatus	(Linnaeus, 1767)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175265		NHMSYS0001716541	NHMSYS0021175265			NBNSYS0000000028	Species	Agabus (Gaurodytes) brunneus	(Fabricius, 1798)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175266		NHMSYS0001716542	NHMSYS0021175266			NBNSYS0000000028	Species	Agabus (Gaurodytes) conspersus	(Marsham, 1802)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175267		NHMSYS0001716543	NHMSYS0021175267			NBNSYS0000000028	Species	Agabus (Gaurodytes) didymus	(Olivier, 1795)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175268		NHMSYS0001716544	NHMSYS0021175268			NBNSYS0000000028	Species	Agabus (Gaurodytes) guttatus	(Paykull, 1798)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175269		NHMSYS0001716545	NHMSYS0021175269			NBNSYS0000000028	Species	Agabus (Gaurodytes) melanarius	Aubé, 1837		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175270		NHMSYS0001716546	NHMSYS0021175270			NBNSYS0000000028	Species	Agabus (Gaurodytes) nebulosus	(Forster, 1771)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175271		NHMSYS0001716547	NHMSYS0021175271			NBNSYS0000000028	Species	Agabus (Gaurodytes) paludosus	(Fabricius, 1801)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175272		NHMSYS0001716548	NHMSYS0021175272			NBNSYS0000000028	Species	Agabus (Gaurodytes) striolatus	(Gyllenhal, 1808)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175273		NHMSYS0001716549	NHMSYS0021175273			NBNSYS0000000028	Species	Agabus (Gaurodytes) unguicularis	(Thomson, C.G., 1867)		la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175837		NHMSYS0020083369	NHMSYS0021175837			NBNSYS0000000027	Species aggregate	Agabus affinis/melanarius			la		NHMSYS0020970929	15/06/2017	
insect - beetle (Coleoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175941		NHMSYS0020213804	NHMSYS0021175941			NBNSYS0000000027	Species aggregate	Agabus chalconatus/montanus			la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176220		NHMSYS0020704762	NHMSYS0021176220			NBNSYS0000000022	Genus	Agapetus	Curtis, 1834		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170081		NBNSYS0000008346	NHMSYS0021170081			NBNSYS0000000028	Species	Agapetus delicatulus	McLachlan, 1884		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170082		NBNSYS0000008347	NHMSYS0021170082			NBNSYS0000000028	Species	Agapetus fuscipes	Curtis, 1834		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170083		NBNSYS0000008348	NHMSYS0021170083			NBNSYS0000000028	Species	Agapetus ochripes	Curtis, 1834		la		NHMSYS0020970929	15/06/2017	
insect - moth	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174545		NHMSYS0000516889	NHMSYS0021174545			NBNSYS0000000022	Genus	Agassiziella	Yoshiyasu, 1989		la		NHMSYS0020970929	15/06/2017	
insect - moth	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172155		NBNSYS0100001383	NHMSYS0021172155			NBNSYS0000000028	Species	Agassiziella angulipennis	(Hampson, 1891)		la		NHMSYS0020970929	15/06/2017	
lichen	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179042		NHMSYS0001474229	NHMSYS0021179042			NBNSYS0000000022	Genus	Agonimia	Zahlbr.		la				
lichen	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179043		NBNSYS0000020587	NHMSYS0021179043			NBNSYS0000000028	Species	Agonimia tristicula	(Nyl.) Zahlbr.		la				
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176221		NHMSYS0020704763	NHMSYS0021176221			NBNSYS0000000022	Genus	Agraylea	Curtis, 1834		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170084		NBNSYS0000008349	NHMSYS0021170084			NBNSYS0000000028	Species	Agraylea multipunctata	Curtis, 1834		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170085		NBNSYS0000008350	NHMSYS0021170085			NBNSYS0000000028	Species	Agraylea sexmaculata	Curtis, 1834		la		NHMSYS0020970929	15/06/2017	
springtail (Collembola)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174783		NHMSYS0000868307	NHMSYS0021174783			NBNSYS0000000022	Genus	Agrenia	Börner, 1906		la		NHMSYS0020970929	15/06/2017	
springtail (Collembola)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172138		NBNSYS0100000433	NHMSYS0021172138			NBNSYS0000000028	Species	Agrenia bidenticulata	(Tullberg, 1876)		la		NHMSYS0020970929	15/06/2017	
insect - hymenopteran	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174807		NHMSYS0000897283	NHMSYS0021174807			NBNSYS0000000022	Genus	Agriotypus	Curtis, 1832		la		NHMSYS0020970929	15/06/2017	
insect - hymenopteran	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171210		NBNSYS0000031285	NHMSYS0021171210			NBNSYS0000000028	Species	Agriotypus armatus	Curtis, 1832		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174215		NHMSYS0000455669	NHMSYS0021174215			NBNSYS0000000022	Genus	Agrostis	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169400		NHMSYS0000455671	NHMSYS0021169400			NBNSYS0000000028	Species	Agrostis canina	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171527		NHMSYS0000494978	NHMSYS0021171527			NBNSYS0000000027	Species aggregate	Agrostis canina		sensu lato	la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179044		NBNSYS0000002638	NHMSYS0021179044			NBNSYS0000000028	Species	Agrostis capillaris	L.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175774		NHMSYS0001754730	NHMSYS0021175774			NBNSYS0000000029	Species hybrid	Agrostis capillaris x stolonifera = A. x murbeckii	Fouill.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169401		NBNSYS0000002639	NHMSYS0021169401			NBNSYS0000000028	Species	Agrostis gigantea	Roth		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169402		NBNSYS0000002640	NHMSYS0021169402			NBNSYS0000000028	Species	Agrostis stolonifera	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021171899		NBNSYS0000161397	NHMSYS0021171899			NBNSYS0000000029	Species hybrid	Agrostis stolonifera x Polypogon viridis = X Agropogon robinsonii	(Druce) Melderis & D.C. McClint.		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176759		NHMSYS0021008782	NHMSYS0021176759			NBNSYS0000000022	Genus	Agrypnetes	McLachlan, 1876		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176760		NHMSYS0021008788	NHMSYS0021176760			NBNSYS0000000028	Species	Agrypnetes crassicornis	(McLachlan, 1876)		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176222		NHMSYS0020704764	NHMSYS0021176222			NBNSYS0000000022	Genus	Agrypnia	Curtis, 1835		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170155		NBNSYS0000008424	NHMSYS0021170155			NBNSYS0000000028	Species	Agrypnia obsoleta	(Hagen, 1864)		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170156		NBNSYS0000008425	NHMSYS0021170156			NBNSYS0000000028	Species	Agrypnia pagetana	Curtis, 1835		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170157		NBNSYS0000008426	NHMSYS0021170157			NBNSYS0000000028	Species	Agrypnia picta	Kolenati, 1848		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176223		NHMSYS0020704765	NHMSYS0021176223			NBNSYS0000000028	Species	Agrypnia varia	(Fabricuis, 1793)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174583		NHMSYS0000530137	NHMSYS0021174583			NBNSYS0000000028	Species	Aix galericulata	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174619		NHMSYS0000532723	NHMSYS0021174619			NBNSYS0000000028	Species	Aix sponsa	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
roundworm (Nematoda)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176224		NHMSYS0020706184	NHMSYS0021176224			NBNSYS0000000022	Genus	Alaimus	de Man, 1880		la		NHMSYS0020970929	15/06/2017	
roundworm (Nematoda)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173576		NHMSYS0000068491	NHMSYS0021173576			NBNSYS0000000028	Species	Alaimus primitivus	de Man 1880		la		NHMSYS0020970929	15/06/2017	
insect - mayfly (Ephemeroptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173541		NHMSYS0000066939	NHMSYS0021173541			NBNSYS0000000022	Genus	Alainites	Waltz & McCafferty, 1984		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176225		NHMSYS0020703407	NHMSYS0021176225			NBNSYS0000000022	Genus	Albaxona	Szalay, 1944		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176226		NHMSYS0020703408	NHMSYS0021176226			NBNSYS0000000028	Species	Albaxona lundbladi	Motas & Tanasachi, 1947		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176555		NHMSYS0020930579	NHMSYS0021176555			NBNSYS0000000022	Genus	Albertia	Dujardin, 1838		la		NHMSYS0020970929	15/06/2017	
rotifer	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172671		NBNSYS0100009294	NHMSYS0021172671			NBNSYS0000000028	Species	Albertia naidis	Bousfield, 1886		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176556		NHMSYS0020930580	NHMSYS0021176556			NBNSYS0000000022	Genus	Albia	Thon, 1899		la		NHMSYS0020970929	15/06/2017	
acarine (Acari)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172672		NBNSYS0100009296	NHMSYS0021172672			NBNSYS0000000028	Species	Albia stationis	Thor		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173619		NHMSYS0000068855	NHMSYS0021173619			NBNSYS0000000022	Genus	Alboglossiphonia	Lukin, 1976		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173621		NHMSYS0000068872	NHMSYS0021173621			NBNSYS0000000028	Species	Alboglossiphonia heteroclita	(Linnaeus, 1761)		la		NHMSYS0020970929	15/06/2017	
bony fish (Actinopterygii)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174637		NHMSYS0000544605	NHMSYS0021174637			NBNSYS0000000028	Species	Alburnus alburnus	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
bony fish (Actinopterygii)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174639		NHMSYS0000544607	NHMSYS0021174639			NBNSYS0000000029	Species hybrid	Alburnus alburnus x Leuciscus leuciscus			la		NHMSYS0020970929	15/06/2017	
bony fish (Actinopterygii)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174640		NHMSYS0000544608	NHMSYS0021174640			NBNSYS0000000029	Species hybrid	Alburnus alburnus x Rutilus rutilus			la		NHMSYS0020970929	15/06/2017	
bony fish (Actinopterygii)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174638		NHMSYS0021178669	NHMSYS0021174638			NBNSYS0000000029	Species hybrid	Alburnus alburnus x Squalius cephalus			la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174584		NHMSYS0000530141	NHMSYS0021174584			NBNSYS0000000028	Species	Alcedo atthis	(Linnaeus, 1758)		la		NHMSYS0020970929	15/06/2017	
bird	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175951		NHMSYS0020302927	NHMSYS0021175951			NBNSYS0000000031	Subspecies	Alcedo atthis subsp. ispida	Linnaeus, 1758		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179642		NHMSYS0000455720	NHMSYS0021179642			NBNSYS0000000022	Genus	Alchemilla	L.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179643		NBNSYS0000003369	NHMSYS0021179643			NBNSYS0000000028	Species	Alchemilla alpina	L.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179644		NBNSYS0000003370	NHMSYS0021179644			NBNSYS0000000028	Species	Alchemilla conjuncta	Bab.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179645		NHMSYS0000455726	NHMSYS0021179645			NBNSYS0000000028	Species	Alchemilla glabra	Neygenf.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179646		NBNSYS0000003372	NHMSYS0021179646			NBNSYS0000000028	Species	Alchemilla glaucescens	Wallr.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179647		NBNSYS0000003383	NHMSYS0021179647			NBNSYS0000000028	Species	Alchemilla mollis	(Buser) Rothm.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179648		NBNSYS0000003379	NHMSYS0021179648			NBNSYS0000000028	Species	Alchemilla xanthochlora	Rothm.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174216		NHMSYS0000455744	NHMSYS0021174216			NBNSYS0000000022	Genus	Alisma	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169281		NBNSYS0000002103	NHMSYS0021169281			NBNSYS0000000028	Species	Alisma gramineum	Lej.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169280		NBNSYS0000002102	NHMSYS0021169280			NBNSYS0000000028	Species	Alisma lanceolatum	With.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169279		NBNSYS0000002101	NHMSYS0021169279			NBNSYS0000000028	Species	Alisma plantago-aquatica	L.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175688		NHMSYS0001754531	NHMSYS0021175688			NBNSYS0000000029	Species hybrid	Alisma plantago-aquatica x lanceolatum = A. x rhicnocarpum	Schotsman		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179649		NHMSYS0000455753	NHMSYS0021179649			NBNSYS0000000022	Genus	Alliaria	Heist. ex Fabr.		la				
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021179650		NHMSYS0000455754	NHMSYS0021179650			NBNSYS0000000028	Species	Alliaria petiolata	(M. Bieb.) Cavara & Grande		la				
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176227		NHMSYS0020704766	NHMSYS0021176227			NBNSYS0000000022	Genus	Allogamus	Schmid, 1955		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170171		NBNSYS0000008444	NHMSYS0021170171			NBNSYS0000000028	Species	Allogamus auricollis	(Pictet, 1834)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173629		NHMSYS0000078667	NHMSYS0021173629			NBNSYS0000000022	Genus	Allohelea	Kieffer, 1917		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176228		NHMSYS0020706052	NHMSYS0021176228			NBNSYS0000000028	Species	Allohelea tessellata	(Zetterstedt, 1850)		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176229		NHMSYS0020703541	NHMSYS0021176229			NBNSYS0000000022	Genus	Allolobophora	Eisen, 1874		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170586		NBNSYS0000022337	NHMSYS0021170586			NBNSYS0000000028	Species	Allolobophora chlorotica	(Savigny, 1826)		la		NHMSYS0020970929	15/06/2017	
annelid	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021172673		NBNSYS0100009298	NHMSYS0021172673			NBNSYS0000000028	Species	Allolobophora rosea	(Savigny)		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176525		NHMSYS0020790995	NHMSYS0021176525			NBNSYS0000000022	Genus	Allotrichia	McLachlan, 1880		la		NHMSYS0020970929	15/06/2017	
insect - caddis fly (Trichoptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021170086		NBNSYS0000008351	NHMSYS0021170086			NBNSYS0000000028	Species	Allotrichia pallicornis	(Eaton, 1873)		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173630		NHMSYS0000078673	NHMSYS0021173630			NBNSYS0000000022	Genus	Alluaudomyia	Kieffer, 1913		la		NHMSYS0020970929	15/06/2017	
insect - true fly (Diptera)	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021173524		NBNSYS0100027549	NHMSYS0021173524			NBNSYS0000000028	Species	Alluaudomyia riparia	Clastrier, 1978		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174217		NHMSYS0000455771	NHMSYS0021174217			NBNSYS0000000028	Species	Alnus glutinosa	(L.) Gaertn.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021175814		NHMSYS0001754806	NHMSYS0021175814			NBNSYS0000000029	Species hybrid	Alnus glutinosa x incana = A. x hybrida	A.Braun ex Rchb.		la		NHMSYS0020970929	15/06/2017	
flowering plant	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021169531		NBNSYS0000003836	NHMSYS0021169531			NBNSYS0000000028	Species	Alnus incana	(L.) Moench		la		NHMSYS0020970929	15/06/2017	
crustacean	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174857		NHMSYS0001593170	NHMSYS0021174857			NBNSYS0000000022	Genus	Alona	Baird, 1843		la		NHMSYS0020970929	15/06/2017	
crustacean	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176230		NHMSYS0020703712	NHMSYS0021176230			NBNSYS0000000028	Species	Alona affinis	Leydig, 1860		la		NHMSYS0020970929	15/06/2017	
crustacean	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176231		NHMSYS0020703713	NHMSYS0021176231			NBNSYS0000000028	Species	Alona costata	G.O. Sars, 1862		la		NHMSYS0020970929	15/06/2017	
crustacean	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176232		NHMSYS0020703714	NHMSYS0021176232			NBNSYS0000000028	Species	Alona elegans	Kurz, 1875		la		NHMSYS0020970929	15/06/2017	
crustacean	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021176233		NHMSYS0020703715	NHMSYS0021176233			NBNSYS0000000028	Species	Alona guttata	G.O. Sars, 1862		la		NHMSYS0020970929	15/06/2017	
crustacean	NHMSYS0021169183	NHMSYS0021169184	NHMSYS0021174858		NHMSYS0001593173	NHMSYS0021174858			NBNSYS0000000028	Species	Alona intermedia	Sars, 1862		la		NHMSYS0020970929	15/06/2017	
