ORGANISM_KEY	TAXON_VERSION_KEY	Phylum	Subphylum	Class	Order	Family	Genus	species	Taxon
NBNORG0000043760	NBNSYS0100009508	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	nobilis	Arrenurus nobilis
NBNORG0000043761	NBNSYS0100009509	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	nodosus	Arrenurus nodosus
NBNORG0000043762	NBNSYS0100009510	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	novus	Arrenurus novus
NBNORG0000043763	NBNSYS0100009511	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	octagonus	Arrenurus octagonus
NBNORG0000043764	NBNSYS0100009512	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	ornatus	Arrenurus ornatus
NBNORG0000043765	NBNSYS0100009513	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	perforatus	Arrenurus perforatus
NBNORG0000043766	NBNSYS0100009514	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	pyriformis	Arrenurus pyriformis
NBNORG0000043767	NBNSYS0100009515	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	robustus	Arrenurus robustus
NBNORG0000043768	NBNSYS0100009516	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	scourfieldi	Arrenurus scourfieldi
NBNORG0000043769	NBNSYS0100009517	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	sculptus	Arrenurus sculptus
NBNORG0000043770	NBNSYS0100009518	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	securiformis	Arrenurus securiformis
NBNORG0000043771	NBNSYS0100009519	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	sinuator	Arrenurus sinuator
NBNORG0000043772	NBNSYS0100009520	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	soari	Arrenurus soari
NBNORG0000043773	NBNSYS0100009521	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	stecki	Arrenurus stecki
NBNORG0000122888	NHMSYS0021168935	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	stjoerdalensis	Arrenurus stjoerdalensis
NBNORG0000043774	NBNSYS0100009522	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	tricuspidator	Arrenurus tricuspidator
NBNORG0000043775	NBNSYS0100009523	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	truncatellus	Arrenurus truncatellus
NBNORG0000043776	NBNSYS0100009524	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	virens	Arrenurus virens
NBNORG0000043777	NBNSYS0100009525	Arthropoda	Chelicerata	Arachnida	Prostigmata	Arrenuridae	Arrenurus	zachariae	Arrenurus zachariae
NBNORG0000099466	NHMSYS0020703430	Arthropoda	Chelicerata	Arachnida	Prostigmata	Athienemanniidae	Chelomideopsis	annemiae	Chelomideopsis annemiae
NBNORG0000099512	NHMSYS0020703478	Arthropoda	Chelicerata	Arachnida	Prostigmata	Athienemanniidae	Mundamella	germanica	Mundamella germanica
NBNORG0000099444	NHMSYS0020703408	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Albaxona	lundbladi	Albaxona lundbladi
NBNORG0000043700	NBNSYS0100009296	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Albia	stationis	Albia stationis
NBNORG0000099455	NHMSYS0020703419	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Aturus	brachypus	Aturus brachypus
NBNORG0000099456	NHMSYS0020703420	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Aturus	crinitus	Aturus crinitus
NBNORG0000099457	NHMSYS0020703421	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Aturus	intermedius	Aturus intermedius
NBNORG0000043803	NBNSYS0100009593	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Aturus	scaber	Aturus scaber
NBNORG0000043809	NBNSYS0100009639	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Axonopsis	complanata	Axonopsis complanata
NBNORG0000043810	NBNSYS0100009640	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Axonopsis	romijni	Axonopsis romijni
NBNORG0000099459	NHMSYS0020703423	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Barbaxonella	angulata	Barbaxonella angulata
NBNORG0000043830	NBNSYS0100009710	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Brachypoda	celeripes	Brachypoda celeripes
NBNORG0000105571	NHMSYS0020926651	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Brachypoda	versicolor	Brachypoda versicolor
NBNORG0000099498	NHMSYS0020703464	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Kongsbergia	clypeata	Kongsbergia clypeata
NBNORG0000099499	NHMSYS0020703465	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Kongsbergia	largaiollii	Kongsbergia largaiollii
NBNORG0000044251	NBNSYS0100012652	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Kongsbergia	materna	Kongsbergia materna
NBNORG0000099500	NHMSYS0020703466	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Kongsbergia	vietsi	Kongsbergia vietsi
NBNORG0000099502	NHMSYS0020703468	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Lethaxona	cavifrons	Lethaxona cavifrons
NBNORG0000044377	NBNSYS0100012831	Arthropoda	Chelicerata	Arachnida	Prostigmata	Aturidae	Ljania	bipapillata	Ljania bipapillata
NBNORG0000044077	NBNSYS0100011923	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	bicornuta	Eylais bicornuta
NBNORG0000044078	NBNSYS0100011924	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	bisinuosa	Eylais bisinuosa
NBNORG0000044079	NBNSYS0100011925	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	celtica	Eylais celtica
NBNORG0000044080	NBNSYS0100011926	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	coccinea	Eylais coccinea
NBNORG0000044081	NBNSYS0100011927	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	discreta	Eylais discreta
NBNORG0000044082	NBNSYS0100011928	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	dividuus	Eylais dividuus
NBNORG0000044083	NBNSYS0100011929	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	extendens	Eylais extendens
NBNORG0000044084	NBNSYS0100011930	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	gigas	Eylais gigas
NBNORG0000044085	NBNSYS0100011931	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	hamata	Eylais hamata
NBNORG0000044086	NBNSYS0100011932	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	infundibulifera	Eylais infundibulifera
NBNORG0000044087	NBNSYS0100011933	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	insularis	Eylais insularis
NBNORG0000044088	NBNSYS0100011934	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	koenikei	Eylais koenikei
NBNORG0000044089	NBNSYS0100011935	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	meridionalis	Eylais meridionalis
NBNORG0000044090	NBNSYS0100011936	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	mulleri	Eylais mulleri
NBNORG0000044091	NBNSYS0100011937	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	neglecta	Eylais neglecta
NBNORG0000044092	NBNSYS0100011938	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	relicta	Eylais relicta
NBNORG0000044093	NBNSYS0100011939	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	rimosa	Eylais rimosa
NBNORG0000044094	NBNSYS0100011940	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	symmetrica	Eylais symmetrica
NBNORG0000044095	NBNSYS0100011941	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	tantilla	Eylais tantilla
NBNORG0000044096	NBNSYS0100011942	Arthropoda	Chelicerata	Arachnida	Prostigmata	Eylaidae	Eylais	wilsoni	Eylais wilsoni
NBNORG0000099482	NHMSYS0020703447	Arthropoda	Chelicerata	Arachnida	Prostigmata	Feltriidae	Feltria	cornuta	Feltria cornuta
NBNORG0000099483	NHMSYS0020703448	Arthropoda	Chelicerata	Arachnida	Prostigmata	Feltriidae	Feltria	denticulata	Feltria denticulata
NBNORG0000099484	NHMSYS0020703449	Arthropoda	Chelicerata	Arachnida	Prostigmata	Feltriidae	Feltria	minuta	Feltria minuta
NBNORG0000099485	NHMSYS0020703450	Arthropoda	Chelicerata	Arachnida	Prostigmata	Feltriidae	Feltria	motasi	Feltria motasi
NBNORG0000099486	NHMSYS0020703451	Arthropoda	Chelicerata	Arachnida	Prostigmata	Feltriidae	Feltria	rouxi	Feltria rouxi
NBNORG0000099487	NHMSYS0020703452	Arthropoda	Chelicerata	Arachnida	Prostigmata	Feltriidae	Feltria	subterranea	Feltria subterranea
NBNORG0000099491	NHMSYS0020703456	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hungarohydracaridae	Hungarohydracarus	subterraneus	Hungarohydracarus subterraneus
NBNORG0000044187	NBNSYS0100012480	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	bivirgulata	Hydrachna bivirgulata
NBNORG0000044188	NBNSYS0100012481	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	comosa	Hydrachna comosa
NBNORG0000044189	NBNSYS0100012482	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	conjecta	Hydrachna conjecta
NBNORG0000044190	NBNSYS0100012483	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	cruenta	Hydrachna cruenta
NBNORG0000044191	NBNSYS0100012484	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	distincta	Hydrachna distincta
NBNORG0000044192	NBNSYS0100012485	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	ferox	Hydrachna ferox
NBNORG0000044193	NBNSYS0100012486	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	geographica	Hydrachna geographica
NBNORG0000044194	NBNSYS0100012487	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	georgei	Hydrachna georgei
NBNORG0000044195	NBNSYS0100012488	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	globosa	Hydrachna globosa
NBNORG0000044196	NBNSYS0100012489	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	halberti	Hydrachna halberti
NBNORG0000044197	NBNSYS0100012490	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	incisa	Hydrachna incisa
NBNORG0000044198	NBNSYS0100012491	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	leegei	Hydrachna leegei
NBNORG0000044199	NBNSYS0100012492	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	levis	Hydrachna levis
NBNORG0000044200	NBNSYS0100012493	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	placida	Hydrachna placida
NBNORG0000044201	NBNSYS0100012494	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	processifera	Hydrachna processifera
NBNORG0000044202	NBNSYS0100012495	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	punctata	Hydrachna punctata
NBNORG0000044203	NBNSYS0100012496	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	skorikowi	Hydrachna skorikowi
NBNORG0000044204	NBNSYS0100012497	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	sparsa	Hydrachna sparsa
NBNORG0000044205	NBNSYS0100012498	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	spinifera	Hydrachna spinifera
NBNORG0000044206	NBNSYS0100012499	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	varia	Hydrachna varia
NBNORG0000044207	NBNSYS0100012500	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrachnidae	Hydrachna	williamsoni	Hydrachna williamsoni
NBNORG0000044212	NBNSYS0100012522	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrodromidae	Hydrodroma	despiciens	Hydrodroma despiciens
NBNORG0000099493	NHMSYS0020703459	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydrovolziidae	Hydrovolzia	placophora	Hydrovolzia placophora
NBNORG0000044075	NBNSYS0100011918	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Euthyas	truncata	Euthyas truncata
NBNORG0000044218	NBNSYS0100012540	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Hydryphantes	bayeri	Hydryphantes bayeri
NBNORG0000044219	NBNSYS0100012541	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Hydryphantes	crassipalpis	Hydryphantes crassipalpis
NBNORG0000044220	NBNSYS0100012542	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Hydryphantes	dispar	Hydryphantes dispar
NBNORG0000044221	NBNSYS0100012543	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Hydryphantes	flexuosus	Hydryphantes flexuosus
NBNORG0000044222	NBNSYS0100012544	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Hydryphantes	frici	Hydryphantes frici
NBNORG0000044223	NBNSYS0100012545	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Hydryphantes	placaticnis	Hydryphantes placaticnis
NBNORG0000044224	NBNSYS0100012546	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Hydryphantes	ruber	Hydryphantes ruber
NBNORG0000099518	NHMSYS0020703484	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Panisellus	thienemanni	Panisellus thienemanni
NBNORG0000044551	NBNSYS0100014154	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Panisopsis	vigilans	Panisopsis vigilans
NBNORG0000044552	NBNSYS0100014156	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Panisus	michaeli	Panisus michaeli
NBNORG0000044553	NBNSYS0100014157	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Panisus	torrenticolus	Panisus torrenticolus
NBNORG0000044562	NBNSYS0100014184	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Parathyas	thoracata	Parathyas thoracata
NBNORG0000044698	NBNSYS0100014820	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Protzia	eximia	Protzia eximia
NBNORG0000044699	NBNSYS0100014821	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Protzia	rotunda	Protzia rotunda
NBNORG0000044705	NBNSYS0100014888	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Pseudohydryphantes	parvulus	Pseudohydryphantes parvulus
NBNORG0000044853	NBNSYS0100016200	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Thyas	barbigera	Thyas barbigera
NBNORG0000044854	NBNSYS0100016201	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Thyas	dirempta	Thyas dirempta
NBNORG0000044855	NBNSYS0100016202	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Thyas	extendens	Thyas extendens
NBNORG0000044856	NBNSYS0100016203	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Thyas	pachystoma	Thyas pachystoma
NBNORG0000044857	NBNSYS0100016204	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Thyas	rivalis	Thyas rivalis
NBNORG0000099538	NHMSYS0020703505	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Thyasella	mandibularis	Thyasella mandibularis
NBNORG0000044859	NBNSYS0100016207	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Thyopsis	cancellata	Thyopsis cancellata
NBNORG0000044917	NBNSYS0100016347	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Trichothyas	petrophila	Trichothyas petrophila
NBNORG0000044960	NBNSYS0100016473	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Vietsia	scutata	Vietsia scutata
NBNORG0000099550	NHMSYS0020703518	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Wandesia	racovitzai	Wandesia racovitzai
NBNORG0000044967	NBNSYS0100016551	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hydryphantidae	Zschokkea	oblonga	Zschokkea oblonga
NBNORG0000099447	NHMSYS0020703411	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	acutirostris	Atractides acutirostris
NBNORG0000099446	NHMSYS0020703410	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	denticulatus	Atractides denticulatus
NBNORG0000043793	NBNSYS0100009574	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	gibberipalpis	Atractides gibberipalpis
NBNORG0000099448	NHMSYS0020703412	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	latipalpis	Atractides latipalpis
NBNORG0000043794	NBNSYS0100009575	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	longipes	Atractides longipes
NBNORG0000023126	NBNSYS0000033028	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	magnirostris	Atractides magnirostris
NBNORG0000099449	NHMSYS0020703413	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	nodipalpis	Atractides nodipalpis
NBNORG0000099451	NHMSYS0020703415	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	octoporus	Atractides octoporus
NBNORG0000099453	NHMSYS0020703417	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	octoporus	Atractides octoporus
NBNORG0000099452	NHMSYS0020703416	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	pachydermis	Atractides pachydermis
NBNORG0000043795	NBNSYS0100009576	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	spinipes	Atractides spinipes
NBNORG0000043796	NBNSYS0100009577	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Atractides	tener	Atractides tener
NBNORG0000044228	NBNSYS0100012554	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Hygrobates	calliger	Hygrobates calliger
NBNORG0000044229	NBNSYS0100012555	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Hygrobates	fluviatilis	Hygrobates fluviatilis
NBNORG0000044230	NBNSYS0100012556	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Hygrobates	foreli	Hygrobates foreli
NBNORG0000044231	NBNSYS0100012557	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Hygrobates	longipalpis	Hygrobates longipalpis
NBNORG0000099495	NHMSYS0020703461	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Hygrobates	longiporus	Hygrobates longiporus
NBNORG0000044232	NBNSYS0100012558	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Hygrobates	nigromaculatus	Hygrobates nigromaculatus
NBNORG0000099496	NHMSYS0020703462	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Hygrobates	norvegicus	Hygrobates norvegicus
NBNORG0000044233	NBNSYS0100012559	Arthropoda	Chelicerata	Arachnida	Prostigmata	Hygrobatidae	Hygrobates	trigonicus	Hygrobates trigonicus
NBNORG0000044263	NBNSYS0100012687	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	africana	Lebertia africana
NBNORG0000044264	NBNSYS0100012688	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	areolata	Lebertia areolata
NBNORG0000044265	NBNSYS0100012689	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	brunnea	Lebertia brunnea
NBNORG0000044266	NBNSYS0100012690	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	castalia	Lebertia castalia
NBNORG0000044267	NBNSYS0100012691	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	cognata	Lebertia cognata
NBNORG0000044268	NBNSYS0100012692	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	compacta	Lebertia compacta
NBNORG0000044269	NBNSYS0100012693	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	crassipalpis	Lebertia crassipalpis
NBNORG0000044270	NBNSYS0100012694	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	curvipalpis	Lebertia curvipalpis
NBNORG0000044271	NBNSYS0100012695	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	dalmatica	Lebertia dalmatica
NBNORG0000044272	NBNSYS0100012696	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	densa	Lebertia densa
NBNORG0000044273	NBNSYS0100012697	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	dubia	Lebertia dubia
NBNORG0000044274	NBNSYS0100012698	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	fimbriata	Lebertia fimbriata
NBNORG0000044275	NBNSYS0100012699	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	flumenia	Lebertia flumenia
NBNORG0000044276	NBNSYS0100012700	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	glabra	Lebertia glabra
NBNORG0000044277	NBNSYS0100012701	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	halberti	Lebertia halberti
NBNORG0000044279	NBNSYS0100012703	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	hirtipalpis	Lebertia hirtipalpis
NBNORG0000044280	NBNSYS0100012704	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	inaequalis	Lebertia inaequalis
NBNORG0000044281	NBNSYS0100012705	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	insignis	Lebertia insignis
NBNORG0000044282	NBNSYS0100012706	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	laticoxalis	Lebertia laticoxalis
NBNORG0000044283	NBNSYS0100012707	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	maglioi	Lebertia maglioi
NBNORG0000044284	NBNSYS0100012708	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	minuta	Lebertia minuta
NBNORG0000044285	NBNSYS0100012709	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	minuticornis	Lebertia minuticornis
NBNORG0000044286	NBNSYS0100012710	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	mollis	Lebertia mollis
NBNORG0000044287	NBNSYS0100012711	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	novipalpis	Lebertia novipalpis
NBNORG0000044288	NBNSYS0100012712	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	oudemansi	Lebertia oudemansi
NBNORG0000044290	NBNSYS0100012714	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	plauta	Lebertia plauta
NBNORG0000044291	NBNSYS0100012715	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	porosa	Lebertia porosa
NBNORG0000044293	NBNSYS0100012717	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	rufipes	Lebertia rufipes
NBNORG0000044294	NBNSYS0100012718	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	salebrosa	Lebertia salebrosa
NBNORG0000044295	NBNSYS0100012719	Arthropoda	Chelicerata	Arachnida	Prostigmata	Lebertiidae	Lebertia	sefvei	Lebertia sefvei
